#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2026ko Hasierako kreditua,2026ko Behin-betiko kreditua,Obligado ,i,j,k
0915,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9760.0,9760.0,1669.11,,,
0916,9202,12000,,Funtzionarioen oinarrizko ordainsariak,114176.0,114176.0,0.0,,,
0916,9202,12100,,Funtzionarioen ordainsari osagarriak,135012.0,135012.0,0.0,,,
0916,9202,12105,,Helburuak lortu izanagatiko ordainsariak,3218.0,3218.0,0.0,,,
0916,9202,14100,,Bestelako langileak,53219.0,53219.0,0.0,,,
0916,9202,14101,,Ordezko langileen ordainsariak,1112.0,1112.0,0.0,,,
0916,9202,16000,,"Gizarte Segurantza, enpresaren kontura",78831.0,78831.0,0.0,,,
0916,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3558.0,3558.0,0.0,,,
0917,9202,12000,,Funtzionarioen oinarrizko ordainsariak,96937.0,96937.0,0.0,,,
0917,9202,12100,,Funtzionarioen ordainsari osagarriak,129481.0,129481.0,0.0,,,
0917,9202,12105,,Helburuak lortu izanagatiko ordainsariak,4168.0,4168.0,0.0,,,
0917,9202,14100,,Bestelako langileak,55764.0,55764.0,0.0,,,
0917,9202,16000,,"Gizarte Segurantza, enpresaren kontura",88715.0,88715.0,0.0,,,
0917,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4375.0,4375.0,0.0,,,
0919,9203,12000,,Funtzionarioen oinarrizko ordainsariak,233684.0,233684.0,44448.28,,,
0919,9203,12100,,Funtzionarioen ordainsari osagarriak,320307.0,320307.0,75786.83,,,
0919,9203,12105,,Helburuak lortu izanagatiko ordainsariak,7346.0,7346.0,0.0,,,
0919,9203,14100,,Bestelako langileak,0.0,0.0,1897.24,,,
0919,9203,16000,,"Gizarte Segurantza, enpresaren kontura",164585.0,164585.0,38649.21,,,
0919,9203,16500,,"Elkarkidetzako kuotak, Udalaren kontura",14374.0,14374.0,2839.74,,,
0919,9203,22108,,Kanpoko zerbitzuak,60000.0,60000.0,3108.12,,,
0919,9203,22108,R,Kanpoko zerbitzuak,0.0,2584.06,0.0,,,
0919,9203,22141,,Zerbitzu medikoen tresneriaren berariazko mantenimendua,820.0,820.0,0.0,,,
1010,9204,11000,,Kabineteko behin-behineko langileen ordainsariak,88580.0,88580.0,21271.63,,,
1010,9204,11001,,Helburuak lortu izanagatiko ordainsariak,1112.0,1112.0,0.0,,,
1010,9204,12000,,Funtzionarioen oinarrizko ordainsariak,54131.0,54131.0,3711.95,,,
1010,9204,12100,,Funtzionarioen ordainsari osagarriak,91342.0,91342.0,6348.48,,,
1010,9204,12105,,Helburuak lortu izanagatiko ordainsariak,1435.0,1435.0,0.0,,,
1010,9204,16000,,"Gizarte Segurantza, enpresaren kontura",51502.0,51502.0,6443.93,,,
1010,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4749.0,4749.0,496.04,,,
1011,9204,12000,,Funtzionarioen oinarrizko ordainsariak,727780.0,727780.0,137684.53,,,
1011,9204,12100,,Funtzionarioen ordainsari osagarriak,865719.0,865719.0,213978.85,,,
1011,9204,12105,,Helburuak lortu izanagatiko ordainsariak,31104.0,31104.0,0.0,,,
1011,9204,14100,,Bestelako langileak,148895.0,148895.0,26829.38,,,
1011,9204,14101,,Ordezko langileen ordainsariak,8017.0,8017.0,0.0,,,
1011,9204,16000,,Seguridad social a cargo del ayuntamiento,541771.0,541771.0,126224.53,,,
1011,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,41885.0,41885.0,8077.93,,,
1011,9204,21501,,Informatika-aplikazioak mantentzea,800000.0,800000.0,220730.95,,,
1011,9204,21501,R,Informatika-aplikazioak mantentzea,0.0,7237.73,0.0,,,
1011,9204,22720,,Aplikatiboak onik zaintzeko euskarria,1705000.0,1705000.0,179170.3,,,
1011,9204,62623,,e-administrazioa plan zuzentzailea,180000.0,180000.0,203.42,,,
1011,9204,62623,R,e-administrazioa plan zuzentzailea,0.0,167881.4,0.0,,,
1011,9204,62624,,Iruzur fiskalaren kontrako plana,180000.0,180000.0,68643.69,,,
1011,9204,62626,A,Udaltzaingorako sistema informatikoa,0.0,159873.89,0.0,,,
1012,9204,12000,,Funtzionarioen oinarrizko ordainsariak,350897.0,350897.0,62423.23,,,
1012,9204,12100,,Funtzionarioen ordainsari osagarriak,459592.0,459592.0,113580.79,,,
1012,9204,12105,,Helburuak lortu izanagatiko ordainsariak,10227.0,10227.0,0.0,,,
1012,9204,14100,,Bestelako langileak,418846.0,418846.0,102356.12,,,
1012,9204,14101,,Ordezko langileen ordainsariak,6453.0,6453.0,0.0,,,
1012,9204,16000,,"Gizarte Segurantza, enpresaren kontura",366312.0,366312.0,94997.53,,,
1012,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",25875.0,25875.0,5593.87,,,
1012,9204,21500,,Informatika ekipoak onik zaintzea,240000.0,240000.0,85830.15,,,
1012,9204,21500,R,Informatika ekipoak onik zaintzea,0.0,19600.0,0.0,,,
1012,9204,22728,,Ordenagailu zentralen euskarria,338000.0,338000.0,0.0,,,
1012,9204,22728,R,Ordenagailu zentralen euskarria,0.0,13416.48,0.0,,,
1012,9204,22729,,Erabiltzaileen ekipoak mantentzeko euskarria,285000.0,285000.0,0.0,,,
1012,9204,62600,,Informatika ekipoak erostea,280000.0,280000.0,6881.26,,,
1012,9204,62600,R,Informatika ekipoak erostea,0.0,221200.0,0.0,,,
1012,9204,62604,,Oinarrizko softwarea erostea,120000.0,120000.0,0.0,,,
1012,9204,62620,,Segurtasun planeko ekintzak,150000.0,150000.0,12533.23,,,
1012,9204,62620,R,Segurtasun planeko ekintzak,0.0,14520.0,0.0,,,
1012,9204,62621,,Lizentziak berritzea,200000.0,200000.0,106722.93,,,
1012,9204,62622,,Berrikuntza teknologikorako plana,100000.0,100000.0,0.0,,,
1012,9204,62627,,Tresna eta zerbitzuak berritzea,479318.27,479318.27,24447.81,,,
1012,9271,22200,,Telefono-fakturazioa,700000.0,700000.0,32200.64,,,
1012,9271,22200,R,Telefono-fakturazioa,0.0,63808.7,0.0,,,
1012,9271,22202,,Posta eta jakinarazpenak,1550000.0,1550000.0,109843.05,,,
1012,9271,22644,,Aldizkari ofizialetako iragarkiak,10000.0,10000.0,8000.0,,,
1017,9204,12000,,Funtzionarioen oinarrizko ordainsariak,304004.0,304004.0,59282.63,,,
1017,9204,12100,,Funtzionarioen ordainsari osagarriak,383222.0,383222.0,105719.11,,,
1017,9204,12105,,Helburuak lortu izanagatiko ordainsariak,6794.0,6794.0,0.0,,,
1017,9204,14100,,Bestelako langileak,91294.0,91294.0,14883.77,,,
1017,9204,14101,,Ordezko langileen ordainsariak,1186.0,1186.0,0.0,,,
1017,9204,16000,,"Gizarte Segurantza, enpresaren kontura",217885.0,217885.0,57508.94,,,
1017,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12931.0,12931.0,2864.43,,,
1018,9204,12000,,Funtzionarioen oinarrizko ordainsariak,34470.0,34470.0,6747.89,,,
1018,9204,12100,,Funtzionarioen ordainsari osagarriak,49219.0,49219.0,13437.87,,,
1018,9204,12105,,Helburuak lortu izanagatiko ordainsariak,1112.0,1112.0,0.0,,,
1018,9204,16000,,"Gizarte Segurantza, enpresaren kontura",16579.0,16579.0,4138.18,,,
1018,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1779.0,1779.0,372.03,,,
1019,9204,12000,,Funtzionarioen oinarrizko ordainsariak,32858.0,32858.0,6569.61,,,
1019,9204,12100,,Funtzionarioen ordainsari osagarriak,48370.0,48370.0,13360.06,,,
1019,9204,12105,,Helburuak lortu izanagatiko ordainsariak,890.0,890.0,0.0,,,
1019,9204,16000,,"Gizarte Segurantza, enpresaren kontura",16555.0,16555.0,4128.71,,,
1019,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1779.0,1779.0,372.03,,,
1020,9204,12000,,Funtzionarioen oinarrizko ordainsariak,32966.0,32966.0,6391.89,,,
1020,9204,12100,,Funtzionarioen ordainsari osagarriak,48780.0,48780.0,13319.09,,,
1020,9204,12105,,Helburuak lortu izanagatiko ordainsariak,1112.0,1112.0,0.0,,,
1020,9204,16000,,"Gizarte Segurantza, enpresaren kontura",16541.0,16541.0,4128.44,,,
1110,2301,11000,,Kabineteko behin-behineko langileen ordainsariak,98645.0,98645.0,23708.3,,,
1110,2301,11001,,Helburuak lortu izanagatiko ordainsariak,1112.0,1112.0,0.0,,,
1110,2301,12000,,Funtzionarioen oinarrizko ordainsariak,99488.0,99488.0,18992.1,,,
1110,2301,12100,,Funtzionarioen ordainsari osagarriak,130709.0,130709.0,37720.6,,,
1110,2301,12105,,Helburuak lortu izanagatiko ordainsariak,3289.0,3289.0,0.0,,,
1110,2301,14100,,Bestelako langileak,116223.0,116223.0,28110.66,,,
1110,2301,14101,,Ordezko langileen ordainsariak,2239.0,2239.0,0.0,,,
1110,2301,16000,,"Gizarte Segurantza, enpresaren kontura",116065.0,116065.0,29938.16,,,
1110,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7051.0,7051.0,1351.62,,,
1110,2301,22786,,Janari-garraioa,14489.67,14489.67,2414.94,,,
1111,1515,62501,,PIIE-Zaramagako eguneko arreta-zentrorako ekipamendua,0.0,94000.0,0.0,,,
1111,1515,62501,A,PIIE-Zaramagako eguneko arreta-zentrorako ekipamendua,0.0,130179.6,0.0,,,
1111,2301,12000,,Funtzionarioen oinarrizko ordainsariak,875363.0,875363.0,172830.96,,,
1111,2301,12100,,Funtzionarioen ordainsari osagarriak,1092070.0,1092070.0,309842.67,,,
1111,2301,12105,,Helburuak lortu izanagatiko ordainsariak,18254.0,18254.0,0.0,,,
1111,2301,14100,,Bestelako langileak,469254.0,469254.0,130492.03,,,
1111,2301,14101,,Ordezko langileen ordainsariak,4155.0,4155.0,0.0,,,
1111,2301,16000,,"Gizarte Segurantza, enpresaren kontura",774241.0,774241.0,214071.44,,,
1111,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",47996.0,47996.0,9858.0,,,
1111,2301,22103,,Gasa,20000.0,20000.0,0.0,,,
1111,2301,22145,,"Gastu sanitarioa, Koronabirusagatik",5000.0,5000.0,0.0,,,
1111,2301,22618,,Bestelako funtzionamendu gastuak,50000.0,50000.0,1932.1,,,
1111,2301,22699,,Larrialdietako planak,5000.0,5000.0,0.0,,,
1111,2301,48045,,Dirulaguntzak,125000.0,125000.0,0.0,,,
1111,2301,48045,R,Dirulaguntzak,0.0,24999.54,0.0,,,
1111,2301,48190,,Gizarte-Laneko Elkargoarekiko hitzarmena,10000.0,10000.0,0.0,,,
1111,2301,48190,R,Gizarte-Laneko Elkargoarekiko hitzarmena,0.0,2000.0,0.0,,,
1111,2301,48968,,"Hitzarmena: ""Vivir con voz propia"" elkartea",15750.0,15750.0,0.0,,,
1111,2301,48968,R,"Hitzarmena: ""Vivir con voz propia"" elkartea",0.0,3000.0,3000.0,,,
1111,2301,62204,,Zentro eta lokaletako inbertsioak,100000.0,6000.0,4904.53,,,
1111,2301,62207,,Bizan judimendi,100000.0,100000.0,0.0,,,
1111,2301,62208,,Auzoetako etxebizitza komunitario berriak,1250000.0,1250000.0,0.0,,,
1111,2301,62209,,Larrialdi egoetarako baliabidetarako inbertsioak,755000.0,755000.0,0.0,,,
1111,2301,62303,,Makinak erostea,50000.0,50000.0,11204.39,,,
1111,2301,62303,R,Makinak erostea,0.0,78711.27,0.0,,,
1111,2301,62501,,Altzariak,100000.0,100000.0,8310.35,,,
1111,2301,62501,R,Altzariak,0.0,31219.27,16829.02,,,
1111,2381,22698,,INDARKERIA MATXISTEN KONTRAKO BORROKA ,500000.0,500000.0,0.0,,,
1115,2323,22723,,ETXERIK GABEKO PERTSONEI ARRETA EMATEKO ANTOLAMENDUA,300000.0,300000.0,0.0,,,
1115,2323,22724,,ETXEGABETZEEN PREBENTZIORAKO BULEGOA,50000.0,50000.0,0.0,,,
1115,2323,22745,,Aterperik gabekoentzako kaleko heziketako programa,156625.18,156625.18,9383.34,,,
1115,2323,48003,,Gizarte laguntzak,40000.0,40000.0,8873.74,,,
1115,2324,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1750.0,1750.0,255.2,,,
1115,2324,22105,,Jantziak eta uniformeak,1000.0,1000.0,0.0,,,
1115,2324,22111,,Tresnak,2500.0,2500.0,746.23,,,
1115,2324,22115,,Berariazko material teknikoa,4080.0,4080.0,187.99,,,
1115,2324,22618,,Gizarte larrialdietarako udal zerbitzua zaintzea,64168.0,64168.0,0.0,,,
1115,2324,22759,,Lantegietako irakasleak,15000.0,15000.0,0.0,,,
1115,2324,22784,,Larrialdi zerbitzuen kontratuak,606827.98,606827.98,101251.52,,,
1115,2324,22786,,Janari-garraioa,14489.67,14489.67,2414.94,,,
1115,2324,48003,,Gizarte laguntzak,30000.0,30000.0,9399.45,,,
1115,2325,22111,,Tresnak,4460.0,4460.0,6072.41,,,
1115,2325,22115,,Berariazko material teknikoa,25000.0,25000.0,10026.35,,,
1115,2325,22614,,Gizarteratu lantegiak,656000.0,656000.0,138377.93,,,
1115,2325,22614,R,Gizarteratu lantegiak,0.0,1137.82,0.0,,,
1115,2325,22666,,Goiuriko gaueko zaintza,121984.11,121984.11,20330.68,,,
1115,2325,22731,,Jantoki publikoa - kudeaketa,0.0,0.0,31988.06,,,
1115,2325,22747,,Zainpeko etxebizitzen kudeaketa,1258651.36,1258651.36,135271.29,,,
1115,2325,22787,,Aterpe-kudeaketa,671101.6,671101.6,55925.13,,,
1115,2325,22788,,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",669009.3,669009.3,0.0,,,
1115,2325,48003,,Gizarte laguntzak,100000.0,100000.0,35546.86,,,
1115,2325,48145,,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,56700.0,56700.0,0.0,,,
1115,2325,48145,R,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,0.0,10800.0,0.0,,,
1115,2325,48169,,Hitzarmena: Gao Lacho Drom,40685.0,40685.0,0.0,,,
1115,2325,48169,R,Hitzarmena: Gao Lacho Drom,0.0,7749.6,0.0,,,
1115,2325,48170,,"Hitzarmena, IRSE: laneratzeko programa",80000.0,80000.0,0.0,,,
1115,2325,48170,R,"Hitzarmena, IRSE: laneratzeko programa",0.0,6000.0,0.0,,,
1115,2325,48940,R,Abetxukuko ekimen-etxea,0.0,18472.0,0.0,,,
1115,2327,12000,,Funtzionarioen oinarrizko ordainsariak,624372.0,624372.0,105936.14,,,
1115,2327,12100,,Funtzionarioen ordainsari osagarriak,813876.0,813876.0,210535.23,,,
1115,2327,12105,,Helburuak lortu izanagatiko ordainsariak,17308.0,17308.0,0.0,,,
1115,2327,14100,,Bestelako langileak,382460.0,382460.0,285335.88,,,
1115,2327,14101,,Ordezko langileen ordainsariak,3159.0,3159.0,0.0,,,
1115,2327,16000,,"Gizarte Segurantza, enpresaren kontura",594602.0,594602.0,213919.4,,,
1115,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11130.0,11130.0,2482.47,,,
1120,2311,12000,,Funtzionarioen oinarrizko ordainsariak,382728.0,382728.0,82899.39,,,
1120,2311,12100,,Funtzionarioen ordainsari osagarriak,444266.0,444266.0,130173.23,,,
1120,2311,12105,,Helburuak lortu izanagatiko ordainsariak,14588.0,14588.0,0.0,,,
1120,2311,14100,,Bestelako langileak,437268.0,437268.0,100413.33,,,
1120,2311,14101,,Ordezko langileen ordainsariak,4963.0,4963.0,0.0,,,
1120,2311,16000,,"Gizarte Segurantza, enpresaren kontura",397496.0,397496.0,103402.6,,,
1120,2311,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12417.0,12417.0,3072.27,,,
1120,2311,22111,,Tresnak,2400.0,2400.0,0.0,,,
1120,2311,22115,,Berariazko material teknikoa,1360.0,1360.0,1195.65,,,
1120,2311,22678,,Haurrentzako partaidetza-programa,145000.0,145000.0,29244.46,,,
1120,2311,22679,,‘Prólogo’ prebentzio-programa,25000.0,25000.0,191.34,,,
1120,2311,22679,R,‘Prólogo’ prebentzio-programa,0.0,4457.32,1167.12,,,
1120,2311,22680,,Emozioei buruzko lantegiak,284711.04,284711.04,59545.28,,,
1120,2311,22680,R,Emozioei buruzko lantegiak,0.0,245.53,0.0,,,
1120,2311,22697,,Haur eta nerabeen osasun mentaleko programa,100000.0,100000.0,0.0,,,
1120,2311,22698,R,Indarkeria matxisten kontrako borroka,0.0,20134.0,0.0,,,
1120,2311,22726,,Gurasotasun positiborako programa (Senidegune),135000.0,135000.0,13231.82,,,
1120,2311,22726,R,Gurasotasun positiborako programa (Senidegune),0.0,2727.89,2300.4,,,
1120,2311,22745,,Laguntza eta garapen egokiturako programa (LGE),520644.0,520644.0,43387.0,,,
1120,2311,22746,,"Egokitzen, gurasokidetasun positiboa dibortzioetan",72757.62,72757.62,12036.0,,,
1120,2311,22748,,Terapiak,150000.0,150000.0,13054.0,,,
1120,2311,22749,,‘Jabetu zure gaitasunaz’ programa,22164.5,22164.5,4527.37,,,
1120,2311,22763,,Gurasoen aurkako indarkeria-egoeretan garaiz esku hartzeko programa,64874.96,64874.96,0.0,,,
1120,2311,22775,,Bidatu kudeatzeko programa,242904.0,242904.0,40484.0,,,
1120,2311,22789,,Erresilientzia,377131.23,377131.23,62698.46,,,
1120,2311,22791,,Haurrentzako tokiko plana,235000.0,235000.0,1366.7,,,
1120,2311,22791,R,Haurrentzako tokiko plana,0.0,7260.0,0.0,,,
1120,2311,22792,,Sexu-abusuak baloratzea,22000.0,22000.0,5555.0,,,
1120,2311,22794,,Gizarte- eta hezkuntza-zentroak,1426121.81,1426121.81,237106.59,,,
1120,2311,22794,R,Gizarte- eta hezkuntza-zentroak,0.0,862.67,0.0,,,
1120,2311,48003,,Gizarte laguntzak,4000.0,4000.0,0.0,,,
1120,2311,48036,,Hitzarmena: Avaim,12370.0,12370.0,0.0,,,
1120,2311,48036,R,Hitzarmena: Avaim,0.0,2356.0,0.0,,,
1120,2311,48187,,Hitzarmena: Garenok,12370.0,12370.0,0.0,,,
1120,2311,48187,R,Hitzarmena: Garenok,0.0,2356.0,0.0,,,
1120,2311,48956,,Hitzarmena: intolerantziaren aurka,12370.0,12370.0,0.0,,,
1120,2311,48956,R,Hitzarmena: intolerantziaren aurka,0.0,2356.0,0.0,,,
1120,2311,48991,,Hitzarmena: Unicef,12370.0,12370.0,0.0,,,
1120,2311,48991,R,Hitzarmena: Unicef,0.0,2356.0,0.0,,,
1120,2381,22698,,Indarkeria matxisten kontrako borroka,0.0,0.0,31808.69,,,
1133,2312,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",14000.0,14000.0,5210.35,,,
1133,2312,22105,,Jantziak eta uniformeak,9268.68,9268.68,0.0,,,
1133,2312,22106,,Elikagaiak,2250000.0,2250000.0,348794.27,,,
1133,2312,22106,R,Elikagaiak,0.0,19379.35,2077.24,,,
1133,2312,22111,,Tresnak ,75000.0,75000.0,8228.02,,,
1133,2312,22115,,Berariazko material teknikoa,48960.0,48960.0,6782.87,,,
1133,2312,22117,,Janari zerbitzua: dieta bereziak,941255.7,941255.7,100840.29,,,
1133,2312,22117,R,Janari zerbitzua: dieta bereziak,0.0,4949.79,4949.79,,,
1133,2312,22606,,Ile-apaindegiko zerbitzuak,13550.91,13550.91,2100.76,,,
1133,2312,22618,,Bestelako funtzionamendu gastuak,15000.0,15000.0,2352.23,,,
1133,2312,22652,,Hirugarren adinekoen egoitzetako animazioa,362230.0,362230.0,60371.68,,,
1133,2312,22667,,San Prudentzioko erlijio zerbitzuak,6900.0,6900.0,1725.0,,,
1133,2312,22688,,Farmatzia-zerbitzuaren kudeaketa,18074.0,18074.0,672.0,,,
1133,2312,22718,,Kafetegi-zerbitzua,74177.01,74177.01,11868.34,,,
1133,2312,48023,,Hitzarmena: AFA,24110.0,24110.0,0.0,,,
1133,2312,48023,R,Hitzarmena: AFA,0.0,4591.94,0.0,,,
1133,2312,48119,,Hitzarmena: ASPACE - Garun paralisia,14040.0,14040.0,0.0,,,
1133,2312,48119,R,Hitzarmena: ASPACE - Garun paralisia,0.0,2674.0,0.0,,,
1133,2312,48150,,Adinekoei laguntzeko boluntarioen programa,6450.0,6450.0,0.0,,,
1133,2312,48150,R,Adinekoei laguntzeko boluntarioen programa,0.0,1228.4,1228.4,,,
1133,2312,48151,,Askatasunik gabeko pertsonen auzolanak,11740.0,11740.0,0.0,,,
1133,2312,48151,R,Askatasunik gabeko pertsonen auzolanak,0.0,2236.17,0.0,,,
1133,2312,48194,,Arabako Abokatuen Elkargoa,10000.0,10000.0,0.0,,,
1133,2312,48194,A,Arabako Abokatuen Elkargoa,0.0,708.63,0.0,,,
1133,2312,48194,R,Arabako Abokatuen Elkargoa,0.0,2000.0,0.0,,,
1133,2312,48959,,Hitzarmena: Ascundean - 3. adina,73918.0,73918.0,0.0,,,
1133,2312,48959,R,Hitzarmena: Ascundean - 3. adina,0.0,14079.51,0.0,,,
1133,2313,22111,,Tresnak,12000.0,12000.0,0.0,,,
1133,2313,22618,,Bestelako funtzionamendu gastuak,25000.0,25000.0,0.0,,,
1133,2313,22623,,Familia zaintzaileei laguntzeko programa,183650.0,183650.0,26285.65,,,
1133,2313,22709,,Zaintza- eta loturen-lanen plana,110000.0,110000.0,0.0,,,
1133,2313,22754,,Adinekoentzako zentro soziokulturalen kudeaketa,4400000.0,4400000.0,793059.76,,,
1133,2313,22786,,Janari-garraioa,97417.93,97417.93,18633.76,,,
1133,2313,48961,,Hitzarmena: Aingeruen Andre Mariaren parrokia,9000.0,9000.0,0.0,,,
1133,2313,48961,R,Hitzarmena: Aingeruen Andre Mariaren parrokia,0.0,1300.0,0.0,,,
1133,2314,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1600.0,1600.0,154.5,,,
1133,2314,22111,,Tresnak,7000.0,7000.0,1486.34,,,
1133,2314,22115,,Berariazko material teknikoa,2180.0,2180.0,500.0,,,
1133,2314,22609,,Adinekoentzako apartamentuetako familia-langileak,695472.42,695472.42,57956.03,,,
1133,2314,22618,,Bestelako funtzionamendu gastuak,12640.0,12640.0,2480.5,,,
1133,2314,22628,,Santa María de Olarizuko animazioa,100000.0,100000.0,11971.68,,,
1133,2314,22705,,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,701429.1,701429.1,114053.32,,,
1133,2314,22708,,Adinekoak lekualdatzea,1650000.0,1650000.0,245840.94,,,
1133,2314,22714,,Renacimiento kaleko Eguneko Arreta Zerbitzua kudeatzea,425011.87,425011.87,57968.38,,,
1133,2314,22714,R,Renacimiento kaleko Eguneko Arreta Zerbitzua kudeatzea,0.0,7078.42,7078.42,,,
1133,2314,22718,,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,985920.0,985920.0,164190.51,,,
1133,2314,22718,R,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,0.0,194.96,0.0,,,
1133,2314,22786,,Janari-garraioa,50712.68,50712.68,7244.82,,,
1133,2317,12000,,Funtzionarioen oinarrizko ordainsariak,3723689.0,3723689.0,681730.55,,,
1133,2317,12100,,Funtzionarioen ordainsari osagarriak,5271035.0,5271035.0,1410837.15,,,
1133,2317,12105,,Helburuak lortu izanagatiko ordainsariak,64858.0,64858.0,0.0,,,
1133,2317,14100,,Bestelako langileak,2851420.0,2851420.0,1061692.96,,,
1133,2317,14101,,Ordezko langileen ordainsariak,20505.0,20505.0,0.0,,,
1133,2317,16000,,"Gizarte Segurantza, enpresaren kontura",3951531.0,3951531.0,1143044.1,,,
1133,2317,16500,,"Elkarkidetzako kuotak, Udalaren kontura",160628.0,160628.0,34544.5,,,
1145,2315,48138,,Hitzarmena: Elikagaien Bankua,29000.0,29000.0,0.0,,,
1145,2315,48138,R,Hitzarmena: Elikagaien Bankua,0.0,5800.0,0.0,,,
1145,2315,48157,,Vicente Abreu elkarte federazioa,34674.72,34674.72,0.0,,,
1145,2321,22731,,JANTOKI PUBLIKOA - KUDEAKETA ,200000.0,200000.0,0.0,,,
1145,2321,22786,,Janari-garraioa,259601.28,259601.28,36011.27,,,
1145,2321,22786,R,Janari-garraioa,0.0,335.96,0.0,,,
1145,2321,22797,,Etxez etxeko laguntza zerbitzua,25900000.0,25900000.0,4753897.4,,,
1145,2321,48000,,Gizarte-larrialdiko laguntzak,6453231.28,6453231.28,1010792.52,,,
1145,2321,48003,,Gizarte laguntzak,3343526.26,3343526.26,806926.64,,,
1145,2321,48004,,Bizitegi-larrialdietarako funtsa - kaleratzeak,300000.0,300000.0,68240.94,,,
1145,2321,48154,,Gurutze Gorria - Adinekoei laguntzea,81375.0,81375.0,0.0,,,
1145,2321,48154,R,Gurutze Gorria - Adinekoei laguntzea,0.0,15500.0,0.0,,,
1145,2322,22115,,Berariazko material teknikoa,37570.0,37570.0,12500.0,,,
1145,2322,22619,,Kaleko heziketa,1211292.0,1211292.0,201015.65,,,
1145,2322,22746,,Oinarrizko Gizarte Zerbitzuak zaintzea,475000.0,475000.0,72972.84,,,
1145,2322,22759,,Lantegietako irakasleak,325000.0,325000.0,69766.78,,,
1145,2322,22759,A,Lantegietako irakasleak,0.0,3007.53,0.0,,,
1145,2322,22759,R,Lantegietako irakasleak,0.0,8825.15,764.34,,,
1145,2322,22799,,Gizarte eta hezkuntza alorretan esku hartzeko zerbitzuaren kontratuak,1370496.91,1370496.91,219834.98,,,
1145,2322,22799,R,Gizarte eta hezkuntza alorretan esku hartzeko zerbitzuaren kontratuak,0.0,16489.86,0.0,,,
1145,2328,12000,,Funtzionarioen oinarrizko ordainsariak,1288164.0,1288164.0,266558.18,,,
1145,2328,12100,,Funtzionarioen ordainsari osagarriak,1456562.0,1456562.0,411812.92,,,
1145,2328,12105,,Helburuak lortu izanagatiko ordainsariak,44120.0,44120.0,0.0,,,
1145,2328,14100,,Bestelako langileak,2362591.0,2362591.0,607565.43,,,
1145,2328,14101,,Ordezko langileen ordainsariak,35842.0,35842.0,0.0,,,
1145,2328,16000,,"Gizarte Segurantza, enpresaren kontura",1695135.0,1695135.0,475840.32,,,
1145,2328,16500,,"Elkarkidetzako kuotak, Udalaren kontura",76041.0,76041.0,16123.88,,,
1145,2381,48124,A,Convenio ede programa emaktiva,0.0,10800.0,10800.0,,,
1310,9313,12000,,Funtzionarioen oinarrizko ordainsariak,179273.0,179273.0,27848.05,,,
1310,9313,12100,,Funtzionarioen ordainsari osagarriak,248211.0,248211.0,57174.97,,,
1310,9313,12105,,Helburuak lortu izanagatiko ordainsariak,5525.0,5525.0,0.0,,,
1310,9313,14100,,Bestelako langileak,53.0,53.0,8284.57,,,
1310,9313,16000,,"Gizarte Segurantza, enpresaren kontura",106856.0,106856.0,27759.69,,,
1310,9313,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7720.0,7720.0,1116.09,,,
1509,1331,22601,,GASTUAK/ZEHAPENAK ISUNAK,2000.0,2000.0,200.0,,,
1509,1502,11000,,Kabineteko behin-behineko langileen ordainsariak,91031.0,91031.0,21923.34,,,
1509,1502,11001,,Helburuak lortu izanagatiko ordainsariak,1112.0,1112.0,0.0,,,
1509,1502,16000,,"Gizarte Segurantza, enpresaren kontura",20180.0,20180.0,5035.85,,,
1509,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1652.0,1652.0,372.03,,,
1510,1533,72001,,Hitzarmena: ,1.0,1.0,0.0,,,
1510,1534,21063,,Mugikortasun instalazioak konserbatzea,18000.0,18000.0,0.0,,,
1510,1701,12000,,Funtzionarioen oinarrizko ordainsariak,70491.0,70491.0,15688.36,,,
1510,1701,12100,,Funtzionarioen ordainsari osagarriak,116070.0,116070.0,34952.69,,,
