#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado
1820,3371,22607,,Difusion campañas en centros civicos,5000.0,5000.0,3192.92
1820,3371,22618,,Otros gastos funcionamiento c.civicos,70879.56,70879.56,52623.67
1820,3371,22663,,P.i.n navidad,80000.0,80000.0,94950.0
1820,3371,22697,,"Cuota fundación ""kaleidos.red""",12020.24,12020.24,12020.24
1820,3371,22732,,Contratos servicios ocio y tiempo libre,2300878.5,2300878.5,2300171.69
1820,3371,22767,,Programas equipos de zonas,85000.0,85000.0,57365.88
1820,3371,62505,,Otros enseres,10000.0,2842.68,2842.68
1820,9211,62512,,Inversiones en equipamientos centros civicos,90000.0,62000.0,60252.3
1820,9241,48101,R,Convenio de colaboración deusto centros cívicos 2030,0.0,15000.0,0.0
1820,9242,48988,,Convenio asociación vecinos san martin,100000.0,100000.0,80000.0
1822,1533,60133,,Gasteiz hobetuz,0.0,0.0,0.0
1822,1533,60133,A,Gasteiz hobetuz,0.0,685321.64,681230.35
1822,1533,60133,R,Gasteiz hobetuz,0.0,739678.3,408431.36
1822,1692,22733,,Gasteiz hobetuz (cap.2),300000.0,160000.0,143873.1
1822,1692,60133,,Gasteiz hobetuz,1300000.0,1613096.96,222072.96
1822,9241,12000,,Retribuciones basicas de funcionarios,109341.0,109341.0,120841.77
1822,9241,12100,,Retribuciones complementarias funcionarios,128760.0,128760.0,151411.24
1822,9241,14100,,Otro personal,60537.0,60537.0,20502.69
1822,9241,16000,,Seguridad social a cargo del ayuntamiento,93470.0,93470.0,89980.11
1822,9241,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4842.0,4842.0,4688.72
1822,9241,22699,,Otros gastos diversos en participación ciudadana,1000.0,1000.0,938.32
1822,9241,22701,,Montajes escenarios fiestas en barrios,60000.0,60000.0,81315.66
1822,9241,22732,,Contratos de prestación de servicios,185000.0,185000.0,168966.18
1822,9241,22733,R,Gasteiz hobetuz (cap.2),0.0,17832.38,17832.38
1822,9241,22734,,Proceso participativo infraestructuras deportivas zabalgana,125000.0,50000.0,11325.0
1822,9241,22799,,Otros trabajos exteriores en participación ciudadana,40000.0,40000.0,20134.98
1822,9241,62505,,Otros enseres,2000.0,2000.0,10.03
1822,9242,48014,,Subvención proyecto participación ciudadana,24000.0,24000.0,24000.0
1822,9242,48954,,Subvención a asociaciones de vecinos,240000.0,240000.0,240000.0
1825,3371,22702,,Dispensadores electrónicos,42699.98,42699.98,42699.98
1825,9204,12000,,Retribuciones basicas de funcionarios,722836.0,722836.0,691817.17
1825,9204,12100,,Retribuciones complementarias funcionarios,983473.0,983473.0,859515.13
1825,9204,14100,,Otro personal,243945.0,243945.0,272907.99
1825,9204,16000,,Seguridad social a cargo del ayuntamiento,541806.0,541806.0,523174.4
1825,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,41400.0,41400.0,45142.87
1825,9251,22201,,"Sistema informacion ciudadana ""010""",670000.0,712543.6,639562.03
1825,9251,22201,R,"Sistema informacion ciudadana ""010""",0.0,17000.0,10890.0
2310,3301,11000,,Retribuciones personal eventual gabinete,95500.0,95500.0,91365.39
2310,3301,12000,,Retribuciones basicas de funcionarios,26729.0,26729.0,26171.9
2310,3301,12100,,Retribuciones complementarias funcionarios,42176.0,42176.0,40156.2
2310,3301,16000,,Seguridad social a cargo del ayuntamiento,32000.0,32000.0,31502.38
2310,3301,21906,,Reparación de equipos adiovisuales,500.0,500.0,305.85
2310,3301,22765,,Contrato servicios iradier arena,15000.0,15000.0,12413.66
2310,3341,22708,,Contratos analisis iradier arena,20000.0,20000.0,17484.5
2311,3291,43101,,A la escuela de musica luis aramburu,914914.7,1303384.52,1303384.52
2311,3291,73101,,Aportacion escuela de musica luis aranburu,36740.0,36740.0,36740.0
2311,3292,43103,,Al conservatorio de la danza jose uruñuela,630873.73,1093548.26,1093548.26
2311,3292,73103,,Aportacion al conservatorio de danza jose uruñuela,15000.0,15000.0,15000.0
2311,3301,12000,,Retribuciones basicas de funcionarios,327403.0,327403.0,277889.53
2311,3301,12100,,Retribuciones complementarias funcionarios,400852.0,400852.0,339866.03
2311,3301,14100,,Otro personal,218753.0,218753.0,312414.33
2311,3301,16000,,Seguridad social a cargo del ayuntamiento,276212.0,276212.0,275653.3
2311,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,12374.0,12374.0,13343.18
2311,3301,22111,,"Menaje,utiles y herramientas",500.0,500.0,494.2
2311,3301,62501,,Mobiliario,500.0,500.0,0.0
2311,3301,62901,,Adquisición equipos acción cultural,10000.0,10000.0,4919.94
2311,3341,48975,,Museo artium,130000.0,130000.0,130000.0
231201,3322,12000,,Retribuciones basicas de funcionarios,261057.0,261057.0,231561.21
231201,3322,12100,,Retribuciones complementarias funcionarios,310047.0,310047.0,287271.19
231201,3322,14100,,Otro personal,60313.0,60313.0,89755.11
231201,3322,16000,,Seguridad social a cargo del ayuntamiento,188164.0,188164.0,184897.75
231201,3322,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2796.0,2796.0,3605.82
231201,3322,22699,,Gastos materiales conservación archivo,8000.0,8000.0,7943.07
231201,3322,22752,,Contratos archivo municipal,30000.0,30000.0,18775.25
231201,3322,62801,,Adquisicion fondos archivo mpal.,3000.0,3000.0,2414.03
231202,3391,12000,,Retribuciones basicas de funcionarios,317272.0,250786.96,250956.18
231202,3391,12100,,Retribuciones complementarias funcionarios,468205.0,333783.94,334799.29
231202,3391,14100,,Otro personal,102740.0,71266.01,71266.01
231202,3391,16000,,Seguridad social a cargo del ayuntamiento,238224.0,184906.32,185220.46
231202,3391,16500,,Cuotas elkarkidetza a cargo ayuntamiento,9276.0,7617.86,7617.86
231202,3391,22624,,Gastos programación academia de folklore,20000.0,20000.0,11273.27
231202,3391,22625,,Colonias musicales academia folklore,70000.0,70000.0,73500.0
231202,3391,22757,,Empresas de servicios academia de folklore,35000.0,35000.0,38699.13
231202,3391,62914,,Equipamiento academia folklore,5000.0,5000.0,4925.26
231203,3301,20103,,Alquileres,70000.0,70000.0,68014.33
231203,3341,22629,,Patrocinio hara! arabar zirkolariak az,0.0,22000.0,22000.0
231203,3341,22635,,Azkena rock festival,379999.89,379999.89,379999.89
231203,3341,22652,,Otras actividades culturales - bailables,50000.0,50000.0,43590.49
231203,3341,22653,,Difusion cultural,53380.0,53352.14,52861.53
231203,3341,22654,,Plan estrategico de cultura,258000.0,149623.0,120855.15
231203,3341,22733,,Programas culturales espacios publicos,198000.0,198000.0,210906.41
231203,3341,22756,,Servicios acción cultural,290000.0,290000.0,362233.0
231203,3341,22756,R,Servicios acción cultural,0.0,8816.0,7215.34
231203,3341,41921,A,Convenio upv-ehu_festival cortada,0.0,1400.0,0.0
231203,3341,41926,,Convenio upv-ehu - actas municipales,13000.0,13000.0,10400.0
231203,3341,41926,R,Convenio upv-ehu - actas municipales,0.0,2000.0,2000.0
231203,3341,48100,,Convenio festival icoff,7000.0,7000.0,5600.0
231203,3341,48100,R,Convenio festival icoff,0.0,1400.0,1400.0
231203,3341,48101,,Convenio ii semana lo fantastico en las artes (tartalo),20000.0,20000.0,20000.0
231203,3341,48101,R,Convenio ii semana lo fantastico en las artes (tartalo),0.0,4000.0,4000.0
231203,3341,48102,,Convenio negrasteiz,10000.0,2500.0,0.0
231203,3341,48917,,Convenio magialdia,85000.0,87500.0,70000.0
231203,3341,48917,R,Convenio magialdia,0.0,17000.0,17000.0
231203,3341,48929,,Convenio festival de jazz,198000.0,198000.0,158400.0
231203,3341,48929,R,Convenio festival de jazz,0.0,39600.0,39600.0
231203,3341,48933,,Convocatoria subv.proyectos culturales,200000.0,200000.0,159987.98
231203,3341,48933,A,Convocatoria subv.proyectos culturales,0.0,4677.64,0.0
231203,3341,48933,R,Convocatoria subv.proyectos culturales,0.0,36947.51,32080.88
231203,3341,48939,,Patronato valentin de foronda,12000.0,12000.0,12000.0
231203,3341,48961,,Convenio world press photo,52000.0,57000.0,45600.0
231203,3341,48961,R,Convenio world press photo,0.0,10400.0,10400.0
231203,3341,48962,,Convenio asociación fotográfica,8000.0,8000.0,6400.0
231203,3341,48962,R,Convenio asociación fotográfica,0.0,1600.0,1600.0
231203,3341,48970,,Convenio arabako bertsozale elkartea,14000.0,14000.0,11200.0
231203,3341,48970,R,Convenio arabako bertsozale elkartea,0.0,2800.0,2800.0
231203,3341,48971,,Convenio arabako dantzarien biltzarra,8000.0,8000.0,6400.0
231203,3341,48971,R,Convenio arabako dantzarien biltzarra,0.0,1600.0,1600.0
231203,3341,48972,,Convenio zas kultur,14000.0,14000.0,11200.0
231203,3342,48101,,Convenio festival korterraza,25000.0,25000.0,25000.0
231203,3342,48101,R,Convenio festival korterraza,0.0,5000.0,5000.0
231203,3342,48901,,Convenio gaztefilm festival,12000.0,12000.0,9600.0
231203,3342,48902,,Convenio aitzina folk,12000.0,12000.0,9600.0
231203,3342,48903,,Convenio lokalmusik,14000.0,14000.0,10000.0
231203,3361,68500,, adquisicion esculturas y obras de arte,30000.0,80000.0,71015.27
231203,3361,68500,R, adquisicion esculturas y obras de arte,0.0,11000.0,0.0
231203,3361,68503,,Plan mantenimiento y restauracion de obras de arte,85000.0,89571.38,11872.52
231203,3361,78100,,Subvencion obras catedral santa maria,120000.0,120000.0,96000.0
231203,3361,78100,R,Subvencion obras catedral santa maria,0.0,24000.0,24000.0
231203,3381,12000,,Retribuciones basicas de funcionarios,193231.0,193231.0,178772.19
231203,3381,12100,,Retribuciones complementarias funcionarios,271114.0,271114.0,234052.18
231203,3381,14100,,Otro personal,101557.0,101557.0,98272.23
231203,3381,16000,,Seguridad social a cargo del ayuntamiento,155081.0,155081.0,145335.02
231203,3381,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10101.0,10101.0,9391.9
231203,3381,22643,,"Reparacion gigantes, tribunas y nacimiento",15000.0,15000.0,17168.76
231203,3381,22646,,Gu ere bertsotan,50000.0,50000.0,52930.2
231203,3381,22646,A,Gu ere bertsotan,0.0,1500.0,0.0
231203,3381,22660,,Carnaval,45000.0,45000.0,43753.73
231203,3381,22661,,Fiestas virgen blanca,1040000.0,1040000.0,998776.41
231203,3381,22662,,Olarizu,15000.0,15000.0,13158.05
231203,3381,22663,,Campaña de navidad y reyes,210000.0,210000.0,152473.73
231203,3381,22664,,Fiestas de san anton y santa agueda,16000.0,16000.0,19388.24
231203,3381,22701,,Montaje de escenarios fiestas y otros eventos,164700.0,164700.0,126672.07
231203,3381,22701,R,Montaje de escenarios fiestas y otros eventos,0.0,6781.71,2949.38
231203,3381,48024,,Convenio con casas regionales,60000.0,68000.0,54400.0
231203,3381,48024,R,Convenio con casas regionales,0.0,13600.0,12546.23
231203,3381,48909,,Convenio feder. neskas y blusas,30000.0,30000.0,30000.0
231203,3381,48909,R,Convenio feder. neskas y blusas,0.0,6000.0,6000.0
231203,3381,48910,,Convenio asoc.comision de blusas y neskas,120000.0,120000.0,96000.0
231203,3381,48910,R,Convenio asoc.comision de blusas y neskas,0.0,24000.0,24000.0
231203,3381,48922,,Convocatoria comparsas carnavales,95000.0,95000.0,90000.0
231203,3381,48969,,Convenio asoc.celedones de oro,12000.0,12000.0,9600.0
231203,3381,48969,R,Convenio asoc.celedones de oro,0.0,2400.0,2400.0
231203,3381,48980,,Convenio poetas de mayo,30000.0,30000.0,30000.0
231203,3381,48980,R,Convenio poetas de mayo,0.0,5000.0,4997.61
231203,3381,78001,,Aportaciones a casas regionales,40000.0,32000.0,25600.0
231203,3381,78001,R,Aportaciones a casas regionales,0.0,6400.0,6396.98
231203,3392,22737,,Comparsas gigantes,57000.0,57000.0,58078.79
231203,3392,22737,R,Comparsas gigantes,0.0,3847.3,3847.3
231204,3321,22649,,Programa red munpal bibliotecas,60000.0,60000.0,83228.1
231204,3321,22749,,Contratos red bibliotecas,1981521.45,1981521.45,1979766.02
231204,3321,62800,,Adquisición publicaciones y libros red bibliotecas,120000.0,120000.0,118515.28
231204,3341,12000,,Retribuciones basicas de funcionarios,264034.0,264034.0,264583.27
231204,3341,12100,,Retribuciones complementarias funcionarios,302679.0,302679.0,302690.97
231204,3341,14100,,Otro personal,125573.0,125573.0,136041.77
231204,3341,16000,,Seguridad social a cargo del ayuntamiento,221651.0,221651.0,213771.02
231204,3341,16500,,Cuotas elkarkidetza a cargo ayuntamiento,16179.0,16179.0,15163.52
231204,3341,22607,,Difusión campañas en centros cívicos,15000.0,15000.0,15194.17
231204,3341,22608,,Proyectos culturales zonas,40000.0,40000.0,33678.28
231204,3341,22636,,Cursos culturales en centros civicos,656000.0,656000.0,679952.58
231204,3341,22647,,Campañas en centros civicos,101000.0,101000.0,66474.53
231204,3341,22647,R,Campañas en centros civicos,0.0,2292.68,189.34
231205,3332,12000,,Retribuciones basicas de funcionarios,83410.0,83410.0,56579.08
231205,3332,12100,,Retribuciones complementarias funcionarios,111375.0,111375.0,75700.95
231205,3332,14100,,Otro personal,22508.0,22508.0,52052.36
231205,3332,16000,,Seguridad social a cargo del ayuntamiento,63081.0,63081.0,54445.76
231205,3332,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3442.0,3442.0,3857.46
231205,3332,22622,,Programas centro cultural montehermoso,194394.0,194394.0,159956.9
231205,3332,22623,,Programa para la creación y fidelización de públicos,40000.0,40000.0,40053.12
231205,3332,22624,,Plan de impulso de montehermoso gasto corriente,0.0,120000.0,45424.2
231205,3332,22624,R,Plan de impulso de montehermoso gasto corriente,0.0,25200.0,25200.0
231205,3332,22751,,Contratos servicios montehermos,180000.0,180000.0,155273.75
231205,3332,22751,R,Contratos servicios montehermos,0.0,13641.9,11665.88
231205,3332,62602,,Fondos multimedia mediateca,2000.0,2000.0,1915.1
231205,3332,62901,,Adquisicion equipos montehermoso,30000.0,30000.0,28941.34
231205,3332,62902,,Plan de impulso de montehermoso gasto capital,0.0,80000.0,0.0
231210,3392,12000,,Retribuciones basicas de funcionarios,586364.0,586364.0,557063.31
231210,3392,12100,,Retribuciones complementarias funcionarios,705551.0,705551.0,680814.31
231210,3392,14100,,Otro personal,191214.0,191214.0,305486.92
231210,3392,16000,,Seguridad social a cargo del ayuntamiento,421090.0,421090.0,455422.05
231210,3392,16500,,Cuotas elkarkidetza a cargo ayuntamiento,20573.0,20573.0,24644.88
231210,3392,21207,,Mantenimiento y reparación equipos banda de música,20000.0,20000.0,19984.19
231210,3392,22692,,Banda musica-colaboraciones,15000.0,15000.0,13271.3
231210,3392,22699,,Gastos programación banda musica,55000.0,55000.0,54468.18
231210,3392,22732,,Contratos de prestacion de servicios banda de música,25000.0,25000.0,51082.65
231210,3392,62800,,Adquisicion publicaciones y libros banda de música,5000.0,5000.0,6988.3
231210,3392,62903,,Equipamiento banda municipal,25000.0,25000.0,24903.07
231220,3341,22760,R,Contratos de servicios derivados reforma,0.0,29974.99,29974.99
231220,3342,12000,,Retribuciones basicas de funcionarios,236817.0,236817.0,212508.49
231220,3342,12100,,Retribuciones complementarias funcionarios,306688.0,306688.0,273076.28
231220,3342,14100,,Otro personal,100927.0,100927.0,137003.41
231220,3342,16000,,Seguridad social a cargo del ayuntamiento,200337.0,200337.0,208636.71
231220,3342,16500,,Cuotas elkarkidetza a cargo ayuntamiento,9931.0,9931.0,11217.0
231220,3342,22603,,Publicidad especial red teatros,15000.0,15000.0,15136.5
231220,3342,22627,,Espectaculos  y festivales red de teatros,536000.0,571000.0,472289.85
231220,3342,22628,,Espectáculos en gira,500500.0,500500.0,497858.97
231220,3342,22648,,"Coproducción escénica, creadores locales",40000.0,40000.0,29800.0
231220,3342,22732,,Contratos de prestación de servicios red de teatros,367313.55,367313.55,503024.55
231220,3342,22732,R,Contratos de prestación de servicios red de teatros,0.0,16317.21,9861.99
231220,3342,47140,,Proyecto topa!,35000.0,35000.0,28000.0
231220,3342,47140,R,Proyecto topa!,0.0,7000.0,6871.46
231220,3342,48981,,Convenio teatro paraiso,55000.0,55000.0,44000.0
231220,3342,48981,R,Convenio teatro paraiso,0.0,10000.0,10000.0
231220,3342,48982,,Convenio dazz jazz,12000.0,12000.0,9600.0
231220,3342,48982,R,Convenio dazz jazz,0.0,2400.0,2400.0
231220,3342,48989,,Convenio ortzai,40000.0,40000.0,32000.0
231220,3342,48989,R,Convenio ortzai,0.0,8000.0,7207.44
231220,3342,48990,,Convenio baratza aretoa,40000.0,40000.0,32000.0
231220,3342,48990,R,Convenio baratza aretoa,0.0,8000.0,8000.0
231220,3342,62505,,Suministro contenedores teatro felix petite,451731.6,473136.46,473123.5
231220,3342,62505,R,Suministro contenedores teatro felix petite,0.0,4112.04,4112.03
231220,3342,62901,,Adquisicion equipos red de teatros,15000.0,0.0,0.0
231901,3201,12000,,Retribuciones basicas de funcionarios,1720994.0,1720994.0,1642417.54
231901,3201,12100,,Retribuciones complementarias funcionarios,1853304.0,1853304.0,1706790.41
231901,3201,14100,,Otro personal,659629.0,659629.0,840390.41
231901,3201,16000,,Seguridad social a cargo del ayuntamiento,1374810.0,1374810.0,1347511.8
231901,3201,16500,,Cuotas elkarkidetza a cargo ayuntamiento,51756.0,51756.0,63553.63
231901,3231,22106,,Productos alimenticios,87000.0,87000.0,79044.89
231901,3231,22115,,Material fungible didactico educación,15000.0,15000.0,14479.51
231901,3231,22199,,Otros suministros y gastos diversos educación,10000.0,10000.0,10305.94
231901,3231,22786,,Servicio de comidas escuelas infantiles,54000.0,54000.0,53293.51
231901,3231,22786,R,Servicio de comidas escuelas infantiles,0.0,912.17,912.17
231901,3231,62202,,Intervenciones en patios,160000.0,160000.0,159450.76
231901,3231,62501,,Mobiliario para escuelas infantiles,9000.0,9000.0,8906.78
231901,3231,62505,,Otros enseres escuelas infantiles,9000.0,9000.0,8947.73
231901,3232,22651,,Programa de ciudad coeducación,70000.0,4380.33,7303.75
231901,3232,22659,,Programas educativos,335000.0,335000.0,322698.6
231901,3232,22659,R,Programas educativos,0.0,594.0,594.0
231901,3232,22787,,Consejo escolar municipal,2000.0,2000.0,2084.83
231901,3261,22300,,Transporte educación,4000.0,4000.0,3400.85
231902,3201,12000,,Retribuciones basicas de funcionarios,225466.0,225466.0,238634.23
231902,3201,12100,,Retribuciones complementarias funcionarios,260322.0,260322.0,269754.87
231902,3201,14100,,Otro personal,97968.0,148918.0,108142.83
231902,3201,16000,,Seguridad social a cargo del ayuntamiento,168615.0,187885.0,178853.59
231902,3201,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8485.0,8485.0,9496.0
231902,3201,20200,,Arrendamiento de maquinaria e instalaciones,50.0,50.0,0.0
231902,3201,22115,,Material técnico específico,10000.0,10000.0,10533.05
231902,3201,22603,,Difusion campaña eeii y programa vacacional,4000.0,4000.0,3394.1
231902,3232,22605,,Jornadas,5000.0,5000.0,7857.88
231902,3232,22624,,Programa compensación centros educativos,40000.0,40000.0,15211.05
231902,3232,22695,,Dinamización ampas,58000.0,58000.0,62339.13
231902,3232,22780,,Programa vacacional educación,372000.0,372000.0,363114.44
231902,3261,48004,,Compensacion educativa,170000.0,170000.0,167132.0
231902,3261,48108,,Suvencion transporte de programas,25000.0,25000.0,24999.98
231902,3261,48136,,"Convenio jazzargia ""ondas de jazz""",35000.0,35000.0,35000.0
231903,3261,22101,,Proyectos en patios,33000.0,33000.0,33635.15
231903,3261,22302,,Sentencias iruña de oka,4500.0,4500.0,3096.35
231903,3261,22718,,Proyectos con la upv - ciudadades educadoras,25000.0,25000.0,12957.0
231903,3261,22718,R,Proyectos con la upv - ciudadades educadoras,0.0,16577.0,16577.0
231903,3261,22719,,Cursos de verano upv - ehu,11000.0,6399.67,6208.62
231903,3261,48010,,Subv. programas vacacionales y extraescolares ampas,200000.0,200000.0,200000.0
231903,3261,48011,,Convenio denon eskola,50000.0,50000.0,50000.0
231903,3261,48012,,Convenio federación fapacne,6000.0,6000.0,6000.0
231903,3261,48175,,Actividades asociaciones personas con discapacidad,20000.0,20000.0,20000.0
231903,3271,48114,,Subv. fundacion fernando buesa,45000.0,45000.0,45000.0
231903,3291,48172,,Convenio fundación catedral santa maría,11000.0,11000.0,11000.0
231903,3293,40100,,A la uned,100000.0,100000.0,100000.0
231903,3293,48105,,Escuela de artes y oficios,435000.0,435000.0,435000.0
2410,3301,11000,,Retribuciones personal eventual gabinete,217.0,217.0,24855.42
2410,3301,12000,,Retribuciones basicas de funcionarios,32825.0,32825.0,23861.36
2410,3301,12100,,Retribuciones complementarias funcionarios,61354.0,61354.0,42970.98
2410,3301,16000,,Seguridad social a cargo del ayuntamiento,15804.0,15804.0,15836.06
2410,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1712.0,1712.0,1710.38
2420,3301,12000,,Retribuciones basicas de funcionarios,233620.0,233620.0,257036.7
2420,3301,12100,,Retribuciones complementarias funcionarios,290396.0,290396.0,324080.55
2420,3301,14100,,Otro personal,104877.0,104877.0,231476.5
2420,3301,16000,,Seguridad social a cargo del ayuntamiento,199835.0,199835.0,256303.02
2420,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,15730.0,15730.0,14802.74
243001,3111,12000,,Retribuciones basicas de funcionarios,239299.0,239299.0,254324.83
243001,3111,12100,,Retribuciones complementarias funcionarios,336396.0,336396.0,350924.24
243001,3111,14100,,Otro personal,237768.0,237768.0,276182.35
243001,3111,16000,,Seguridad social a cargo del ayuntamiento,251837.0,251837.0,272903.92
243001,3111,16500,,Cuotas elkarkidetza a cargo ayuntamiento,12208.0,12208.0,12195.4
243001,3112,22107,,Alimentacion para animales,34500.0,34500.0,36273.89
243001,3112,22108,,Suministro farmacia animales,30750.0,30750.0,30469.86
243001,3112,22112,,Materiales para sanidad animal,5000.0,5000.0,2858.03
243001,3112,22113,,Materiales de higiene alimentaria,2500.0,2500.0,1853.9
243001,3112,22699,,Otros gastos diversos,12000.0,12000.0,26696.98
243001,3112,22718,,Programas de sanidad animal,79744.0,79744.0,31872.88
243001,3112,22719,,Programa de higiene alimentaria,18000.0,18000.0,18198.04
243001,3112,22720,,Programas parque d.d.d.,154956.71,154956.71,154956.71
243001,3112,22722,,Programa asistencia animal,25000.0,25000.0,31660.2
243001,3112,22766,,Ejecuciones subsidiarias ddd,5000.0,5000.0,14550.71
243001,3112,22767,,Convenio gaden colonia de gatos,44000.0,44000.0,35200.0
243001,3112,48104,,Subvención promoción de la salud,456000.0,456775.82,368355.12
243001,3112,48104,A,Subvención promoción de la salud,0.0,700.0,421.46
243001,3112,48104,R,Subvención promoción de la salud,0.0,84132.18,80440.18
243001,3112,48196,R,Convenio gaden colonia de gatos,0.0,8800.0,8800.0
243001,3112,62310,,Equipamiento centro protección animal reformado,30000.0,30000.0,18442.46
243001,3112,62310,R,Equipamiento centro protección animal reformado,0.0,14238.0,14238.0
243001,3112,62311,,Material inventariable,70000.0,74500.0,73314.01
243001,3112,62311,R,Material inventariable,0.0,25874.12,25874.12
243002,2315,48021,,Asoc.padres niños oncohematologicos,6000.0,6000.0,4800.0
243002,2315,48021,R,Asoc.padres niños oncohematologicos,0.0,1500.0,1500.0
243002,2315,48027,,Convenio asoc.asajer-videojuegos,31500.0,31500.0,25200.0
243002,2315,48027,R,Convenio asoc.asajer-videojuegos,0.0,6300.0,6300.0
243002,2315,48030,,Conv asoc asajer-ludopatias prevención 1º 2º y 3º,21500.0,21500.0,17200.0
243002,2315,48030,R,Conv asoc asajer-ludopatias prevención 1º 2º y 3º,0.0,4300.0,4300.0
243002,2315,48197,,Convenio fundación jeiki/hazgarri,60500.0,60500.0,48400.0
243002,2315,48197,R,Convenio fundación jeiki/hazgarri,0.0,10100.0,10100.0
243002,2315,48198,,Convenio zuzenak salud,35000.0,35000.0,28000.0
243002,2315,48198,R,Convenio zuzenak salud,0.0,7000.0,7000.0
243002,3111,21210,,Mantenimiento desfibriladores,21400.0,21400.0,13491.5
243002,3111,22199,,Materiales prevención adicciones,2000.0,2000.0,4064.72
243002,3111,22702,,Plan de salud - ciudades saludables,21000.0,21000.0,5826.98
243002,3111,22708,,Junta arbitral información en consumo,8000.0,8000.0,7398.47
243002,3111,22708,R,Junta arbitral información en consumo,0.0,5324.0,3993.0
243002,3111,22717,,Prestación servicios promoción salud,99435.65,98659.83,92809.88
243002,3111,22718,,Programa prevención adicciones,125000.0,125000.0,120382.89
243002,3111,22718,R,Programa prevención adicciones,0.0,14338.5,14338.5
243002,3111,22721,R,Programa reinserción de adicciones,0.0,20700.0,20700.0
243002,3111,48984,,Programa reinserción de adicciones,103500.0,103500.0,82800.0
243002,3112,12000,,Retribuciones basicas de funcionarios,62911.0,62911.0,61345.78
243002,3112,12100,,Retribuciones complementarias funcionarios,78858.0,78858.0,71883.33
243002,3112,14100,,Otro personal,88798.0,88798.0,98983.64
243002,3112,16000,,Seguridad social a cargo del ayuntamiento,69253.0,69253.0,82112.68
243002,3112,16500,,Cuotas elkarkidetza a cargo ayuntamiento,5122.0,5122.0,6313.8
243003,3113,12000,,Retribuciones basicas de funcionarios,343383.0,343383.0,279662.25
243003,3113,12100,,Retribuciones complementarias funcionarios,475958.0,475958.0,417520.67
243003,3113,14100,,Otro personal,85.0,85.0,92819.42
243003,3113,16000,,Seguridad social a cargo del ayuntamiento,219908.0,219908.0,230498.01
243003,3113,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7825.0,7825.0,6472.89
243003,3113,21200,,Mantenimiento maquinaria e instalaciones,30000.0,33500.0,40888.31
243003,3113,22115,,Material tecnico especifico laboratorio,135000.0,127000.0,93292.87
243003,3113,22716,,Contratacion auditorias de calidad,30500.0,30500.0,30444.31
243004,3113,12000,,Retribuciones basicas de funcionarios,29278.0,29278.0,18396.88
243004,3113,12100,,Retribuciones complementarias funcionarios,38885.0,38885.0,22858.95
243004,3113,16000,,Seguridad social a cargo del ayuntamiento,15809.0,15809.0,11743.69
243004,3113,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1712.0,1712.0,1343.87
244001,3401,12000,,Retribuciones basicas de funcionarios,119149.0,119149.0,113888.92
244001,3401,12100,,Retribuciones complementarias funcionarios,202531.0,202531.0,172919.18
244001,3401,14100,,Otro personal,35533.0,35533.0,11031.66
244001,3401,16000,,Seguridad social a cargo del ayuntamiento,101486.0,101486.0,88156.34
244001,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8864.0,8864.0,8717.46
244001,3411,22761,,Contrato arrendamiento pista hielo bakh,910000.0,990060.41,818975.19
244001,3421,22762,,Pista de hielo navidad,26000.0,26000.0,0.0
244001,3421,22767,,Contratos atención instalaciones deportivas,782000.0,1152000.0,2291727.24
244001,3421,22796,,Contrato apertura complejos deportivos verano,750000.0,750000.0,729293.41
244001,3421,62228,,Equipamientos complejos deportivos,70000.0,70000.0,71850.65
244003,3401,12000,,Retribuciones basicas de funcionarios,63390.0,286610.74,303553.58
244003,3401,12100,,Retribuciones complementarias funcionarios,112918.0,362620.5,389309.6
244003,3401,14100,,Otro personal,7.0,354488.95,417441.41
244003,3401,16000,,Seguridad social a cargo del ayuntamiento,45669.0,306002.93,346473.54
244003,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3316.0,3316.0,19479.38
244003,3411,22300,,Transporte,40000.0,40000.0,55629.31
244003,3411,22602,,Trofeos y distinciones deportivas,1000.0,1000.0,1725.2
244003,3411,22606,,Organización actividades promoción deportiva,45000.0,45000.0,30936.15
244003,3411,22699,,Otros gastos diversos,100000.0,93600.0,97444.77
244003,3411,22706,,Programa actividades físicas,3580100.0,3580100.0,2518306.28
244003,3411,22707,,Dinamización campaña de verano,15000.0,15000.0,0.0
244003,3411,22708,,Protección a la infancia,4900.0,4900.0,0.0
244003,3411,22724,,Programa paseos en la naturaleza,19600.0,19600.0,18217.08
244003,3411,22735,,Programas para jovenes-rumbo al deporte,70000.0,70000.0,71695.21
