#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado
022301,1722,60919,,Infraestructuras anillo verde,30000.0,24525.2,13799.63
022301,1722,60919,R,Infraestructuras anillo verde,0.0,30808.0,5808.0
022301,1722,60932,,Eu jardin botanico de olarizu,0.0,51548.21,45407.52
022301,1722,60932,A,Eu jardin botanico de olarizu,0.0,59656.49,59211.27
022301,1722,60932,R,Eu jardin botanico de olarizu,0.0,334913.23,334016.93
022301,1722,60933,,Eu mejora contectividad anillo verde (pstd fase ii),0.0,307.56,307.55
022301,1722,60933,A,Eu mejora contectividad anillo verde (pstd fase ii),0.0,582878.5,573791.91
022301,1722,60933,R,Eu mejora contectividad anillo verde (pstd fase ii),0.0,48470.75,42416.42
022302,1515,64310,A,Piie-comunidades enrgéticas y placas fotovoltáicas zaramaga,0.0,84841.45,48480.83
022302,1515,64310,R,Piie-comunidades enrgéticas y placas fotovoltáicas zaramaga,0.0,121803.29,0.0
022302,1691,12000,,Retribuciones basicas de funcionarios,31495.0,31495.0,0.0
022302,1691,12100,,Retribuciones complementarias funcionarios,33089.0,33089.0,0.0
022302,1691,14100,,Otro personal,44514.0,44514.0,0.0
022302,1691,16000,,Seguridad social a cargo del ayuntamiento,47211.0,47211.0,0.0
022302,1691,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1712.0,1712.0,0.0
022302,1691,22700,,Mejora y potenciación servicios asesoria energética,200000.0,200000.0,0.0
022302,1691,22725,,Campaña de sensibilización reducción de residuos comercio y hosteleria,250000.0,250000.0,0.0
0224,1514,12000,,Retribuciones basicas de funcionarios,407098.0,407098.0,0.0
0224,1514,12100,,Retribuciones complementarias funcionarios,527276.0,527276.0,0.0
0224,1514,14100,,Otro personal,156008.0,156008.0,0.0
0224,1514,16000,,Seguridad social a cargo del ayuntamiento,311640.0,311640.0,0.0
0224,1514,16500,,Cuotas elkarkidetza a cargo ayuntamiento,15506.0,15506.0,0.0
0225,1521,12000,,Retribuciones basicas de funcionarios,23176.0,23176.0,0.0
0225,1521,12100,,Retribuciones complementarias funcionarios,24170.0,24170.0,0.0
0225,1521,14100,,Otro personal,15051.0,15051.0,0.0
0225,1521,16000,,Seguridad social a cargo del ayuntamiento,17818.0,17818.0,0.0
0225,1521,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1468.0,1468.0,0.0
0225,9211,72229,,Rehabilitación del parque municipal de viviendas de ensanche 21 y ayuntamiento,1500000.0,1100000.0,0.0
0320,1301,11000,,Retribuciones personal eventual gabinete,97543.0,97543.0,94958.51
0320,1301,12000,,Retribuciones basicas de funcionarios,26994.0,26994.0,34577.42
0320,1301,12100,,Retribuciones complementarias funcionarios,31303.0,31303.0,41958.33
0320,1301,14100,,Otro personal,46755.0,46755.0,20629.68
0320,1301,16000,,Seguridad social a cargo del ayuntamiento,49694.0,49694.0,47548.25
0320,1301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1712.0,1712.0,1710.38
0330,1301,12000,,Retribuciones basicas de funcionarios,444205.0,444205.0,404822.67
0330,1301,12100,,Retribuciones complementarias funcionarios,571664.0,571664.0,534599.36
0330,1301,14100,,Otro personal,123709.0,123709.0,143341.9
0330,1301,16000,,Seguridad social a cargo del ayuntamiento,354529.0,354529.0,337977.35
0330,1301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,18689.0,18689.0,18460.02
0340,1351,21102,,Gastos de emergencia y nevadas,75000.0,75000.0,38133.14
0340,1351,21300,,Reparacion vehiculos,75000.0,102000.0,100193.61
0340,1351,22701,,Gastos operativo sanitario de fiestas,25000.0,36500.0,34527.76
0340,1361,12000,,Retribuciones basicas de funcionarios,1865855.0,1865855.0,1822368.25
0340,1361,12100,,Retribuciones complementarias funcionarios,3661060.0,3661060.0,4146644.96
0340,1361,14100,,Otro personal,544901.0,764702.75,878613.55
0340,1361,16000,,Seguridad social a cargo del ayuntamiento,2509198.0,2509198.0,2701740.49
0340,1361,16500,,Cuotas elkarkidetza a cargo ayuntamiento,73182.0,73182.0,69464.02
0340,1361,21900,,Renovación y reposición de equipos,75000.0,75000.0,75806.64
0340,1361,22105,,"Vestuario, uniformes y descontaminación post-intervención",175000.0,201500.0,95325.63
0340,1361,22106,R,Vestuario descontaminacion post-intervencion,0.0,184500.0,0.0
0340,1361,22111,,"Menaje, utiles y herramientas",25000.0,10000.0,21952.57
0340,1361,22199,,Otros suministros,20000.0,20000.0,42638.7
0340,1361,22699,,Otros gastos diversos,20000.0,8000.0,7048.42
0340,1361,62400,,Vehiculos,150000.0,150000.0,0.0
0340,1361,62400,R,Vehiculos,0.0,132500.0,0.0
0340,1361,62501,,Mobiliario parque de bomberos,30000.0,30000.0,19439.86
0340,1361,62901,,Adquisición de equipos y descontaminación post intervención,250000.0,248869.71,87577.83
0340,1361,62902,R,Adquisición de equipos de descontaminación post intervención,0.0,70239.29,70239.29
0350,1321,12000,,Retribuciones basicas de funcionarios,7143171.0,7143171.0,7072141.5
0350,1321,12100,,Retribuciones complementarias funcionarios,14025869.0,14509702.1,15468409.29
0350,1321,14100,,Otro personal,0.0,764420.02,877650.04
0350,1321,16000,,Seguridad social a cargo del ayuntamiento,8376383.0,8376383.0,8510689.84
0350,1321,16500,,Cuotas elkarkidetza a cargo ayuntamiento,365229.0,365229.0,363496.78
0350,1321,20501,,Renting sist.radiocomunicaciones tetra,10000.0,10000.0,9274.46
0350,1321,21001,,Seguridad en fiestas virgen blanca,10000.0,10000.0,12874.0
0350,1321,21300,,Reparacion vehiculos,70000.0,70000.0,62112.36
0350,1321,21900,,Renovación y reposición de equipos,190000.0,43000.0,39111.36
0350,1321,21900,A,Renovación y reposición de equipos,0.0,11790.24,11790.24
0350,1321,21905,,Manten.scanner seguridad y usp,7500.0,7500.0,2721.3
0350,1321,21905,R,Manten.scanner seguridad y usp,0.0,2591.3,0.0
0350,1321,22105,,Vestuario y uniformes,250000.0,320000.0,201441.03
0350,1321,22105,R,Vestuario y uniformes,0.0,177375.3,172361.76
0350,1321,22111,,"Menaje, utiles y herramientas",20000.0,20000.0,5986.92
0350,1321,22122,,Detección de drogas y alcohol,70000.0,70000.0,18605.94
0350,1321,22122,R,Detección de drogas y alcohol,0.0,23260.71,19831.9
0350,1321,22624,,Servicio nocturno de grúa,90000.0,90000.0,48884.0
0350,1321,22699,,Otros suministros y gastos diversos,70000.0,75000.0,92635.4
0350,1321,22699,A,Otros suministros y gastos diversos,0.0,38931.75,9982.5
0350,1321,62400,,Vehiculos,130000.0,130000.0,6655.0
0350,1321,62400,A,Vehiculos,0.0,55480.87,55480.87
0350,1321,62400,R,Vehiculos,0.0,94000.0,43764.98
0350,1321,62501,,Mobiliario,42000.0,49500.0,1405.29
0350,1321,62501,R,Mobiliario,0.0,24946.88,24946.88
0350,1321,62901,,Adquisicion equipos e instalaciones,70000.0,193000.0,49475.9
0350,1321,62901,A,Adquisicion equipos e instalaciones,0.0,107604.37,107604.37
0350,1321,62901,R,Adquisicion equipos e instalaciones,0.0,77740.0,53124.61
0410,0111,33201,,Intereses de prestamos a largo plazo,2015365.59,1910365.59,1908480.97
0410,0111,93300,,Amortizacion de prestamos a l/p,11726465.96,11726465.96,11726465.94
0410,1513,73102,,Al centro de estudios ambientales,106000.0,106000.0,0.0
0410,1513,73310,,A ensanche 21 para rehabilitación de viviendas,4450000.0,3950000.0,797409.56
0410,1515,43308,A,Piie - a ensanche 21 oficina de proximidad zaramaga,0.0,414500.0,0.0
0410,1515,73312,,Piie - a ensanche 21 ayudas eco-rehab. zaramaga,1500000.0,1500000.0,0.0
0410,1515,73312,A,Piie - a ensanche 21 ayudas eco-rehab. zaramaga,0.0,8128112.5,2060782.15
0410,1515,73312,R,Piie - a ensanche 21 ayudas eco-rehab. zaramaga,0.0,906829.48,0.0
0410,1621,22502,,Impuesto residuos vertedero 7/2022,100000.0,17588.5,17588.5
0410,1722,22601,,Proyecto reserva de la biosfera v-g y araba central,50000.0,0.0,0.0
0410,1722,43102,,Al centro de estudios ambientales,3046500.0,3076500.0,2750000.0
0410,2381,22675,,Asistencia técnica ppto perspectiva genero,20000.0,20000.0,19000.02
0410,4411,43300,,Aportacion a tuvisa,19225728.96,17825728.96,17825728.96
0410,4411,43301,,Aportación tuvisa compensación transporte estado,1813222.92,2237160.66,2237160.66
0410,4411,43302,,Aportación tuvisa compensación transporte gova,711067.81,711067.81,711067.81
0410,4411,43303,,Aportación tuvisa compensación transporte ayto. v.-g.,711067.81,711067.81,711067.81
0410,4411,43304,,Aportación tuvisa estudio bonificación transporte,50000.0,0.0,0.0
0410,4411,73300,,A tuvisa,886000.0,886000.0,632811.76
0410,4411,73309,,A tuvisa para adquisición de autobuses,4000000.0,4000000.0,4000000.0
0410,9202,16205,,Seguro vida-accidentes empleados,938989.87,938989.87,736201.58
0410,9202,16206,,Seguros corporativos,3724.6,3724.6,2979.68
0410,9204,62629,,Sistema informático inventario municipal,20000.0,20000.0,0.0
0410,9205,20301,,Renting de vehiculos,400000.0,412000.0,283809.65
0410,9205,20301,R,Renting de vehiculos,0.0,52668.29,49058.24
0410,9205,21300,,Reparacion vehiculos,250000.0,224930.0,230006.16
0410,9205,22104,,Combustibles y carburantes,410000.0,410000.0,281500.45
0410,9205,22404,,Seguros de vehiculos,110394.0,110394.0,90932.83
0410,9205,62400,,Vehiculos,100000.0,100000.0,29766.0
0410,9206,21400,,Reparacion mobiliario,2000.0,2000.0,0.0
0410,9206,21500,,Contratos mantenimiento de equipos,175000.0,125000.0,84691.16
0410,9206,21500,R,Contratos mantenimiento de equipos,0.0,43538.54,35411.12
0410,9206,22001,,Ordinario no inventariable,241500.0,241500.0,183685.69
0410,9206,22122,,Reprografía contratos renting,66212.85,42928.7,0.0
0410,9206,62501,,Mobiliario,30000.0,108643.45,10877.95
0410,9206,62505,,Adquisiciones varias dptos. municipales,15000.0,15000.0,448.77
0410,9207,20100,,Arrendamiento locales y edificios,4120000.0,4179732.52,4195618.44
0410,9207,22110,,Gastos de reprografia,21000.0,21000.0,75119.16
0410,9207,22110,R,Gastos de reprografia,0.0,24241.84,3050.58
0410,9207,22402,,Seguros de responsabilidad civil,324450.0,324450.0,325889.58
0410,9207,22402,R,Seguros de responsabilidad civil,0.0,80887.5,80887.5
0410,9207,22407,,Seguro vida y accidentes,50000.0,50000.0,46011.36
0410,9207,22600,,Gastos de registro de bienes,10000.0,10000.0,2677.04
0410,9207,22707,A,Inventario ocupación red de suministro,0.0,18029.0,18029.0
0410,9207,22732,,Contratos de prestación de servicios,70000.0,160219.47,50213.1
0410,9207,62900,,Reposiciones por siniestros,1.0,80001.0,60210.11
0410,9211,62298,,Inversiones san martin,25000.0,157792.6,21742.02
0410,9213,22102,,Suministro agua y depuración de residuales,1800000.0,1625000.0,1495514.09
0410,9213,22103,,Fraccionamiento suministro agua convenio amvisa,680000.0,680000.0,680000.0
0410,9242,62204,,Adquisición de un inmueble para la asociación de vecinos de goikolarra,0.0,141570.0,140799.23
0410,9242,62205,,Adqusición de locales para bizan judimendi,0.0,509193.28,274960.8
0410,9271,41800,,A eudel,322453.1,342216.21,342216.21
0410,9311,22499,,Indemnizaciones por responsabilidad patrimonial,180000.0,130000.0,110556.49
0410,9319,12000,,Retribuciones basicas de funcionarios,89195.0,89195.0,82531.35
0410,9319,12100,,Retribuciones complementarias funcionarios,142472.0,142472.0,128146.48
0410,9319,13000,,Retribuciones personal laboral fijo,62954.0,62954.0,60567.91
0410,9319,14100,,Otro personal,13142.0,13142.0,60.99
0410,9319,16000,,Seguridad social a cargo del ayuntamiento,73518.0,73518.0,63999.32
0410,9319,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1398.0,1398.0,1396.64
0410,9321,22776,,Servicios de la unidad de multas,200000.0,200000.0,168004.27
0410,9331,22401,,Seguros de edificios y locales municipales,500000.0,500000.0,375743.95
0410,9331,22401,R,Seguros de edificios y locales municipales,0.0,109498.81,109498.81
0410,9331,22601,,Gastos comunidades vecinos,400000.0,350000.0,349096.93
0410,9331,22631,,Tasa airef,7291.56,7291.56,7291.56
0410,9331,22760,,Mantenimiento relojes publicos,57000.0,57000.0,57963.41
0410,9331,64900,,Propiedad industrial,1000.0,1000.0,0.0
0410,9341,36100,,Intereses devolucion ingresos indebidos,50000.0,50000.0,49566.0
0410,9341,36101,,Gastos financieros asociados a ingresos,50000.0,90000.0,106985.64
0410,9341,36102,,Intereses de demora,60000.0,151253.21,192644.04
0410,9341,36900,,Otros gastos financieros,60942.28,60942.28,452.5
0411,9321,12000,,Retribuciones basicas de funcionarios,56866.0,56866.0,52431.19
0411,9321,12100,,Retribuciones complementarias funcionarios,79107.0,79107.0,71053.52
0411,9321,14100,,Otro personal,52488.0,52488.0,116112.9
0411,9321,16000,,Seguridad social a cargo del ayuntamiento,50658.0,50658.0,68110.29
0411,9321,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3425.0,3425.0,3176.42
0414,9312,12000,,Retribuciones basicas de funcionarios,57158.0,57158.0,28313.67
0414,9312,12100,,Retribuciones complementarias funcionarios,65195.0,65195.0,30353.23
0414,9312,16000,,Seguridad social a cargo del ayuntamiento,34900.0,34900.0,24242.49
0414,9312,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3425.0,3425.0,2321.23
0415,9323,12000,,Retribuciones basicas de funcionarios,91663.0,91663.0,136650.82
0415,9323,12100,,Retribuciones complementarias funcionarios,159687.0,159687.0,197049.22
0415,9323,16000,,Seguridad social a cargo del ayuntamiento,52375.0,52375.0,73838.8
0415,9323,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2908.0,2908.0,5018.2
0416,9341,12000,,Retribuciones basicas de funcionarios,83281.0,83281.0,65113.17
0416,9341,12100,,Retribuciones complementarias funcionarios,122453.0,122453.0,97082.75
0416,9341,14100,,Otro personal,108933.0,108933.0,97652.65
0416,9341,16000,,Seguridad social a cargo del ayuntamiento,81777.0,81777.0,71384.61
0416,9341,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6849.0,6849.0,7941.05
0417,9322,12000,,Retribuciones basicas de funcionarios,93887.0,93887.0,91819.08
0417,9322,12100,,Retribuciones complementarias funcionarios,127344.0,127344.0,121654.1
0417,9322,14100,,Otro personal,40838.0,40838.0,88011.73
0417,9322,16000,,Seguridad social a cargo del ayuntamiento,58482.0,58482.0,86074.27
0417,9322,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3425.0,3425.0,5375.48
0418,9319,12000,,Retribuciones basicas de funcionarios,1035509.0,1035509.0,1055941.88
0418,9319,12100,,Retribuciones complementarias funcionarios,1381314.0,1381314.0,1310013.08
0418,9319,14100,,Otro personal,392471.0,392471.0,483170.42
0418,9319,16000,,Seguridad social a cargo del ayuntamiento,831449.0,831449.0,882524.06
0418,9319,16500,,Cuotas elkarkidetza a cargo ayuntamiento,61872.0,61872.0,61742.05
0421,9314,12000,,Retribuciones basicas de funcionarios,103891.0,103891.0,115183.64
0421,9314,12100,,Retribuciones complementarias funcionarios,149744.0,149744.0,156880.48
0421,9314,14100,,Otro personal,124207.0,124207.0,157801.41
0421,9314,16000,,Seguridad social a cargo del ayuntamiento,100882.0,100882.0,117988.29
0421,9314,16500,,Cuotas elkarkidetza a cargo ayuntamiento,200.0,200.0,0.0
0810,4301,11000,,Retribuciones personal eventual gabinete,223.0,223.0,0.0
0810,4301,12000,,Retribuciones basicas de funcionarios,89591.0,89591.0,184720.07
0810,4301,12100,,Retribuciones complementarias funcionarios,130660.0,130660.0,228084.35
0810,4301,16000,,Seguridad social a cargo del ayuntamiento,47256.0,47256.0,106493.16
0810,4301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6849.0,6849.0,10262.28
0810,4321,42304,,Convenio de promoción mercados europeos-cámara comercio,10000.0,10000.0,8000.0
0810,4321,42304,R,Convenio de promoción mercados europeos-cámara comercio,0.0,2000.0,0.0
0810,4331,22712,,Impulso film office,10000.0,8500.0,25975.38
0810,4331,22797,,Oficina desarrollo local: dinamización económica,202000.0,158399.12,151396.18
0810,4331,22797,R,Oficina desarrollo local: dinamización económica,0.0,24776.44,23358.94
0810,4331,47104,A,Oficina desarrollo local promoción de ciudad,0.0,3249.75,0.0
0810,4331,47104,R,Oficina desarrollo local promoción de ciudad,0.0,38028.34,34646.92
0810,4334,85107,,Ampliacion de capital del parque tecnologico,52600.0,33367.0,33367.0
0819,4301,12000,,Retribuciones basicas de funcionarios,208365.0,208365.0,208986.15
0819,4301,12100,,Retribuciones complementarias funcionarios,258690.0,258690.0,261995.66
0819,4301,14100,,Otro personal,176364.0,176364.0,181056.37
0819,4301,16000,,Seguridad social a cargo del ayuntamiento,190107.0,190107.0,196152.65
0819,4301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6801.0,6801.0,5975.78
0820,4301,12000,,Retribuciones basicas de funcionarios,200853.0,200853.0,198189.07
0820,4301,12100,,Retribuciones complementarias funcionarios,231997.0,231997.0,206480.51
0820,4301,14100,,Otro personal,38285.0,38285.0,137931.27
0820,4301,16000,,Seguridad social a cargo del ayuntamiento,125423.0,125423.0,153859.03
0820,4301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,11421.0,11421.0,13118.7
0820,4301,22603,R,Señaletica next generation,0.0,25958.28,9702.71
0820,4321,22708,,Eu sistema de inteligencia turística fase ii,0.0,126000.0,0.0
0821,2381,48946,,Convenio smye,3000.0,3000.0,2400.0
0821,2381,48947,,Convenio ampea,3000.0,0.0,0.0
0821,2411,48905,,Convenio prestaturik reutiliza,30000.0,0.0,0.0
0821,4221,22601,,Ciudad laboratorio,0.0,11000.0,9680.0
0821,4221,22683,R,Jundiz eco industrial,0.0,15588.05,15587.51
0821,4221,22714,R,Basaldea,0.0,169.47,169.47
0821,4221,22715,,Basaldea proyecto crops4life,0.0,8610.35,3524.31
0821,4221,22716,,Emprendimiento circular,40000.0,40000.0,13908.95
0821,4221,22763,,Economía circular,45000.0,45000.0,36316.64
0821,4221,22763,R,Economía circular,0.0,4469.39,3453.29
0821,4221,22779,,Apoyo a industrias y empresas,100000.0,100000.0,88307.95
0821,4221,22779,R,Apoyo a industrias y empresas,0.0,9238.35,4641.77
0821,4221,62952,,Mantenimiento zonas industriales,200000.0,0.0,0.0
0821,4221,62952,R,Mantenimiento zonas industriales,0.0,149639.28,134758.71
0821,4314,47141,,Plan empleo sectores emergentes agricultura ecológica,200000.0,140000.0,5279.2
0821,4331,12000,,Retribuciones basicas de funcionarios,183907.0,183907.0,177278.32
0821,4331,12100,,Retribuciones complementarias funcionarios,211875.0,211875.0,200166.69
0821,4331,14100,,Otro personal,75579.0,121079.0,88774.51
0821,4331,16000,,Seguridad social a cargo del ayuntamiento,137135.0,151635.0,130442.94
0821,4331,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6482.0,6482.0,6841.52
0821,4331,22676,,Acciones de apoyo al plan de emprendimientos,40000.0,40000.0,19867.43
0821,4331,22677,,Apoyo a personas emprendedoras,150000.0,150000.0,113284.1
0821,4331,22677,R,Apoyo a personas emprendedoras,0.0,28434.33,18623.25
0821,4331,22678,,Contrato patrocinio mazoka,40000.0,40000.0,40000.0
0821,4331,22679,,Contrato patrocinio opc spain 2025,0.0,10000.0,10000.0
0821,4331,22712,,Gestion centros de empresas,30000.0,30000.0,30772.72
0821,4331,22713,A,Eu economía circular sensibilización visitantes pstd fii,0.0,50000.0,25319.04
0821,4331,22714,,Basaldea,40000.0,40000.0,38202.55
0821,4331,22716,,Proyecto estudio espacio servicios basaldea,70000.0,70000.0,13310.0
0821,4331,22716,R,Eu-economía circular y baja en carbono,0.0,44165.0,23349.98
0821,4331,22738,,Contrato patrocinio festival de cortometrajes icoff,0.0,1500.0,1500.0
0821,4331,22769,,Patrocinio festval - fila 2,190000.0,190000.0,190000.0
0821,4331,41900,,Convenio ehu-upv apoyo emprendimiento,5000.0,5000.0,4000.0
0821,4331,47002,,Aportacion bic,75000.0,65400.0,52503.0
0821,4331,47102,,Ayudas industrias creativas y audiovisuales,110000.0,110000.0,85000.0
0821,4331,47102,A,Ayudas industrias creativas y audiovisuales,0.0,6655.4,4000.0
0821,4331,47102,R,Ayudas industrias creativas y audiovisuales,0.0,20500.0,12500.0
0821,4331,47107,,Convenio ajebask-formacion y semillero,15000.0,15000.0,7500.0
0821,4331,47107,R,Convenio ajebask-formacion y semillero,0.0,3000.0,3000.0
0821,4331,47131,,Conv. euskal irudigileak/ilustradores de euskadi,15000.0,15000.0,12000.0
0821,4331,47131,R,Conv. euskal irudigileak/ilustradores de euskadi,0.0,3000.0,3000.0
0821,4331,47135,,Convenio diga,10000.0,10000.0,8000.0
0821,4331,47136,,Ayudas proyectos economía circular,100000.0,100000.0,100000.0
0821,4331,47138,,Convenio apika,20000.0,20000.0,16000.0
0821,4331,47141,,Convenio abycine,15000.0,15000.0,15000.0
0821,4331,47142,,Ayudas empresas descarbonización y sostenibilidad,400000.0,555656.0,444524.4
0821,4331,48150,,Convenio asoc. seniors españoles para la cooperación técnica  - secot,3600.0,3600.0,2880.0
0821,4331,48150,R,Convenio asoc. seniors españoles para la cooperación técnica  - secot,0.0,1200.0,1200.0
0821,4331,48175,,Convenio via potenciar actividades del pasaje,600000.0,600000.0,480000.0
0821,4331,48175,A,Convenio via potenciar actividades del pasaje,0.0,75000.0,72136.04
0821,4331,48175,R,Convenio via potenciar actividades del pasaje,0.0,260000.0,0.0
0821,4331,48180,,Transferencias a via,60000.0,60000.0,60000.0
0821,4331,48905,,Convenio prestaturik reutiliza,0.0,30000.0,24000.0
0821,4331,48905,R,Convenio prestaturik reutiliza,0.0,6000.0,6000.0
0821,4331,48943,,Foro responsabilidad social de la empresa,4000.0,4000.0,4000.0
0821,4331,48945,,Convenio aclima,2000.0,2000.0,2000.0
0821,4331,48947,,Convenio ampea,0.0,3000.0,2400.0
0821,4331,48948,,Convenio fstudent,10000.0,10000.0,10000.0
0821,4331,48949,,Becas al emprendimiento,90000.0,90000.0,103934.16
0821,4331,48950,,Cheque autonomos,100000.0,100000.0,27840.0
0821,4331,48950,R,Cheque autonomos,0.0,71200.0,59520.0
0821,4331,48967,,Ayudas a la creación y consolidación de empresas,190000.0,190000.0,138417.06
0821,4331,48968,,Ayudas ciudad laboratorio,3000.0,0.0,0.0
0821,4331,48986,,Convenio cámara apoyo pequeñas empresas,32000.0,32000.0,25600.0
0821,4331,48996,,Convenio arco n1,9200.0,9200.0,4600.0
0821,4331,48996,R,Convenio arco n1,0.0,4600.0,4343.0
0821,4331,60902,,Inversiones semillero proy.basaldea,100000.0,100000.0,48331.66
0821,4331,62601,,Reformas y equipamientos en semilleros,120000.0,120000.0,2266.08
0821,4331,62601,R,Reformas y equipamientos en semilleros,0.0,2496.52,2463.58
0821,4331,62602,,Inversiones reforma/nuevos semilleros empresas,200000.0,200000.0,0.0
0822,4312,61406,,Actuación obras en mercados,60000.0,16601.9,1104.21
0822,4314,12000,,Retribuciones basicas de funcionarios,74324.0,74324.0,80602.06
0822,4314,12100,,Retribuciones complementarias funcionarios,83230.0,83230.0,96300.5
0822,4314,14100,,Otro personal,97530.0,97530.0,135157.58
0822,4314,16000,,Seguridad social a cargo del ayuntamiento,84182.0,84182.0,92818.06
0822,4314,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4281.0,4281.0,7452.38
0822,4314,20200,,Arrendamiento de maquinaria e instalaciones,100000.0,100000.0,99434.17
0822,4314,22700,,Iluminación navideña,235000.0,235000.0,176642.29
0822,4314,22700,R,Iluminación navideña,0.0,28050.0,28050.0
0822,4314,22701,,Plan dinamización locales comerciales,30000.0,30000.0,23581.5
0822,4314,22701,R,Plan dinamización locales comerciales,0.0,34134.1,17618.1
0822,4314,22702,,Dinamización locales comerciales,375000.0,25000.0,0.0
0822,4314,22765,,Campaña promoción comercio local,45000.0,41800.0,41400.26
0822,4314,22771,,Jornada urban commerce,50000.0,50000.0,44666.04
0822,4314,22773,,Mercados,60000.0,60000.0,70928.04
0822,4314,22798,,Dinamización comercial,170000.0,161000.0,153023.77
0822,4314,22799,,Plan para favorecer el cambio generacional en comercio,0.0,0.0,0.0
0822,4314,22799,R,Plan para favorecer el cambio generacional en comercio,0.0,26499.0,26499.0
0822,4314,42301,,Conv.camara comercio escaparatismo,8000.0,8000.0,8000.0
0822,4314,48904,,Convenio city wine,15000.0,15000.0,12000.0
0822,4314,48904,R,Convenio city wine,0.0,4000.0,0.0
0822,4314,48926,,Convenio asociación gasteiz on,250800.0,300960.0,200640.0
0822,4314,48926,R,Convenio asociación gasteiz on,0.0,60192.0,60192.0
0822,4314,48963,,Convenio asoc.comercios casco medieval,98000.0,98000.0,78400.0
0822,4314,48963,R,Convenio asoc.comercios casco medieval,0.0,19600.0,19600.0
0822,4314,48964,,Ayudas al comercio y hostelería,560000.0,539840.0,409612.1
0822,4314,48965,,Convenio asoc.empresarios comercio,45000.0,54000.0,45000.0
0822,4314,48965,R,Convenio asoc.empresarios comercio,0.0,9000.0,9000.0
0822,4314,48966,,Convenio asoc.comerciantes calle gorbea,16000.0,19200.0,12800.0
0822,4314,48966,R,Convenio asoc.comerciantes calle gorbea,0.0,3200.0,3200.0
0822,4314,48967,,Programa bono konpondu ayudas consumo sostenible,200000.0,0.0,0.0
0822,4314,48969,,Ayudas a la dinamización de locales comerciales,0.0,350000.0,111506.0
0822,4314,48969,R,Ayudas a la dinamización de locales,0.0,49409.09,46874.09
0822,4314,48970,,Ayudas para el relevo generacional del comercio,0.0,100000.0,0.0
0822,4314,48971,,Convenio plaza de abastos,0.0,12000.0,9600.0
0822,4314,62250,,Semillero de empresas comercial,0.0,18398.1,6010.15
0822,4314,62250,R,Semillero de empresas comercial,0.0,40000.0,40000.0
0822,4321,22775,,Festival flores,40000.0,0.0,0.0
0823,2381,22279,,Gps orientación profesional en igualdad,0.0,30000.0,27354.19
0823,2381,22279,R,Gps orientación profesional en igualdad,0.0,867.45,92.81
0823,2411,12000,,Retribuciones basicas de funcionarios,522147.0,522147.0,485002.38
0823,2411,12100,,Retribuciones complementarias funcionarios,646944.0,646944.0,604200.76
0823,2411,13000,,Retribuciones personal laboral fijo,0.0,0.0,1343129.2
0823,2411,14100,,Otro personal,120288.0,1204257.83,247167.59
0823,2411,16000,,Seguridad social a cargo del ayuntamiento,391909.0,743965.54,884272.06
0823,2411,16500,,Cuotas elkarkidetza a cargo ayuntamiento,24730.0,24730.0,25903.13
0823,2411,20100,,Arrendamiento locales y edificios,135000.0,135000.0,128251.36
0823,2411,22279,,Gps orientación profesional en igualdad,30000.0,0.0,0.0
0823,2411,22739,,Formación efeso 2025,0.0,66145.0,38948.15
0823,2411,22740,,Planes de empleo vitoria-gasteiz,0.0,159171.55,55721.31
0823,2411,22774,,Otros planes empleo cap 2 otros departamentos,100000.0,0.0,0.0
0823,2411,22781,,Plan empleo joven aportac ayto (cap.1),260000.0,0.0,0.0
0823,2411,22782,,Xii plan de empleo comarcal  aportación lanbide 2024-2025,910920.5,0.0,0.0
0823,2411,22785,,Xiii plan de empleo comarcal aportación lanbide 2025-2026,662500.0,0.0,0.0
0823,2411,22786,,Plan de empleo comarcal aportación ayto (cap 1),250000.0,0.0,0.0
0823,2411,22788,,Plan de empleo joven 2024-25 apotación lanbide,694985.56,0.0,0.0
0823,2411,22790,,Plan de empleo joven 2025-26 aportación lanbide,862568.56,0.0,0.0
0823,2411,22791,,Impulso al empleo colectivos prioritarios,94000.0,86000.0,24813.14
0823,2411,22793,,Acciones de orientación y empleo,30000.0,30000.0,16720.22
0823,2411,22795,,Formación,400000.0,606721.0,544853.49
0823,2411,22795,R,Formación,0.0,67450.13,22468.13
0823,2411,22796,A,Formación logística,0.0,15000.0,15000.0
