#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2025ko Hasierako kreditua,2025ko Behin-betiko kreditua,Obligado
1120,2311,16000,,"Gizarte Segurantza, enpresaren kontura",321220.0,321220.0,375600.43
1120,2311,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10729.0,10729.0,12006.63
1120,2311,22111,,Tresnak,2400.0,2400.0,1948.36
1120,2311,22115,,Berariazko material teknikoa,1360.0,1360.0,1618.32
1120,2311,22678,,Haurrentzako partaidetza-programa,145000.0,145000.0,107724.35
1120,2311,22679,,‘Prólogo’ prebentzio-programa,30000.0,30000.0,5805.42
1120,2311,22679,R,‘Prólogo’ prebentzio-programa,0.0,4952.37,4859.16
1120,2311,22680,,Emozioei buruzko lantegiak,250000.0,250000.0,209571.06
1120,2311,22680,R,Emozioei buruzko lantegiak,0.0,1656.22,1656.22
1120,2311,22697,,Haur eta nerabeen osasun mentaleko programa,100000.0,100000.0,39248.6
1120,2311,22697,R,Haur eta nerabeen osasun mentaleko programa,0.0,4475.2,0.0
1120,2311,22698,,Indarkeria matxisten kontrako borroka,0.0,500000.0,272769.46
1120,2311,22726,,Gurasotasun positiborako programa (Senidegune),135000.0,135000.0,92774.36
1120,2311,22745,,Laguntza eta garapen egokiturako programa (LGE),538190.86,538190.86,519405.69
1120,2311,22746,,"Egokitzen, gurasokidetasun positiboa dibortzioetan",72216.0,72216.0,76814.0
1120,2311,22748,,Terapiak,150000.0,150000.0,126138.14
1120,2311,22749,,‘Jabetu zure gaitasunaz’ programa,26078.83,26078.83,6338.36
1120,2311,22763,,Gurasoen aurkako indarkeria-egoeretan garaiz esku hartzeko programa,73100.0,73100.0,13852.46
1120,2311,22775,,Bidatu kudeatzeko programa,242904.0,242904.0,242904.0
1120,2311,22789,,Erresilientzia,376190.79,376190.79,376190.76
1120,2311,22791,,Haurrentzako tokiko plana,215000.0,215000.0,141171.94
1120,2311,22791,R,Haurrentzako tokiko plana,0.0,16303.0,16303.0
1120,2311,22792,,Sexu-abusuak baloratzea,22000.0,22000.0,36854.5
1120,2311,22794,,Gizarte- eta hezkuntza-zentroak,1421197.7,1421197.7,1420041.78
1120,2311,48003,,Gizarte laguntzak,4000.0,4000.0,509.36
1120,2311,48036,,Hitzarmena: Avaim,11780.0,11780.0,9424.0
1120,2311,48036,R,Hitzarmena: Avaim,0.0,2356.0,2356.0
1120,2311,48187,,Hitzarmena: Garenok,11780.0,11780.0,9424.0
1120,2311,48187,R,Hitzarmena: Garenok,0.0,2356.0,2356.0
1120,2311,48956,,Hitzarmena: intolerantziaren aurka,11780.0,11780.0,9424.0
1120,2311,48956,R,Hitzarmena: intolerantziaren aurka,0.0,2356.0,2356.0
1120,2311,48991,,Hitzarmena: Unicef,11780.0,11780.0,9424.0
1120,2311,48991,R,Hitzarmena: Unicef,0.0,2356.0,2356.0
1120,2311,48992,,Hitzarmena: Amapase,15000.0,0.0,0.0
1120,2311,48992,R,Hitzarmena: Amapase,0.0,3000.0,3000.0
1133,2312,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",14000.0,14000.0,13488.5
1133,2312,22105,,Jantziak eta uniformeak,9268.68,9268.68,8227.6
1133,2312,22106,,Elikagaiak,2446988.57,2446988.57,2277341.44
1133,2312,22106,R,Elikagaiak,0.0,85948.97,70829.53
1133,2312,22111,,Tresnak ,85000.0,85000.0,78291.66
1133,2312,22115,,Berariazko material teknikoa,48960.0,48960.0,37834.95
1133,2312,22117,,Janari zerbitzua: dieta bereziak,941255.7,941255.7,483126.95
1133,2312,22606,,Ile-apaindegiko zerbitzuak,12604.61,12604.61,12604.56
1133,2312,22618,,Bestelako funtzionamendu gastuak,15000.0,15000.0,18920.58
1133,2312,22652,,Hirugarren adinekoen egoitzetako animazioa,362230.0,362230.0,362229.92
1133,2312,22667,,San Prudentzioko erlijio zerbitzuak,6900.0,6900.0,6900.0
1133,2312,22688,,Farmatzia-zerbitzuaren kudeaketa,18074.66,18074.66,7392.0
1133,2312,22702,,Kafetegi-zerbitzua,15084.0,15084.0,15914.14
1133,2312,22708,,Adinekoak lekualdatzea,0.0,0.0,1104.61
1133,2312,22718,,San Prudentzio alsiko sarbideak kontrolatzea,71209.94,71209.94,29670.81
1133,2312,22718,R,San Prudentzio alsiko sarbideak kontrolatzea,0.0,6129.19,6129.19
1133,2312,22719,,Aldi baterako sukalde-modulua alokatu eta instalatzea,260635.0,260635.0,227807.5
1133,2312,48023,,Hitzarmena: AFA,22959.7,22959.7,18367.76
1133,2312,48023,R,Hitzarmena: AFA,0.0,4591.94,4591.94
1133,2312,48119,,Hitzarmena: ASPACE - Garun paralisia,13370.0,13370.0,10696.0
1133,2312,48119,R,Hitzarmena: ASPACE - Garun paralisia,0.0,2674.4,2674.4
1133,2312,48150,,Adinekoei laguntzeko boluntarioen programa,6142.74,6142.74,4913.6
1133,2312,48150,R,Adinekoei laguntzeko boluntarioen programa,0.0,1228.55,1228.55
1133,2312,48151,,Askatasunik gabeko pertsonen auzolanak,11180.86,11180.86,8944.69
1133,2312,48151,R,Askatasunik gabeko pertsonen auzolanak,0.0,2236.17,2236.17
1133,2312,48194,,Arabako Abokatuen Elkargoa,10000.0,10000.0,8000.0
1133,2312,48194,R,Arabako Abokatuen Elkargoa,0.0,2000.0,1291.37
1133,2312,48959,,Hitzarmena: Ascundean - 3. adina,70397.57,70397.57,56318.06
1133,2312,48959,R,Hitzarmena: Ascundean - 3. adina,0.0,14079.51,14079.51
1133,2313,22111,,Tresnak,12000.0,12000.0,7952.45
1133,2313,22618,,Bestelako funtzionamendu gastuak,25000.0,25000.0,18033.43
1133,2313,22623,,Familia zaintzaileei laguntzeko programa,171000.0,171000.0,164694.03
1133,2313,22623,R,Familia zaintzaileei laguntzeko programa,0.0,2611.76,2611.76
1133,2313,22630,,Belaunaldiarteko proiektua adinekoentzat,0.0,1750.0,0.0
1133,2313,22709,,Zaintza- eta loturen-lanen plana,110000.0,110000.0,33995.53
1133,2313,22754,,Adinekoentzako zentro soziokulturalen kudeaketa,3822034.23,3822034.23,3997794.23
1133,2313,22786,,Janari-garraioa,75929.88,75929.88,105410.47
1133,2313,22786,R,Janari-garraioa,0.0,442.74,442.74
1133,2313,48958,,"EHU lankidetza-hitzarmena: ""Belaunaldiak hurbiltzen",1750.0,0.0,0.0
1133,2313,48961,,Hitzarmena: Aingeruen Andre Mariaren parrokia,9000.0,6500.0,5200.0
1133,2313,48961,R,Hitzarmena: Aingeruen Andre Mariaren parrokia,0.0,1800.0,1800.0
1133,2314,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1600.0,1600.0,1601.07
1133,2314,22111,,Tresnak,7000.0,7000.0,4830.74
1133,2314,22115,,Berariazko material teknikoa,2180.0,2180.0,10.29
1133,2314,22609,,Adinekoentzako apartamentuetako familia-langileak,695472.42,695472.42,695472.36
1133,2314,22618,,Bestelako funtzionamendu gastuak,12640.0,12640.0,8816.79
1133,2314,22628,,Santa María de Olarizuko animazioa,71830.0,71830.0,71830.0
1133,2314,22705,,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,684320.0,684320.0,684319.92
1133,2314,22708,,Adinekoak lekualdatzea,1515712.41,1515712.41,1499176.65
1133,2314,22708,R,Adinekoak lekualdatzea,0.0,64658.12,64658.12
1133,2314,22714,,Renacimiento kaleko Eguneko Arreta Zerbitzua kudeatzea,392382.12,392382.12,385303.7
1133,2314,22714,R,Renacimiento kaleko Eguneko Arreta Zerbitzua kudeatzea,0.0,4372.11,4372.11
1133,2314,22718,,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,985920.0,985920.0,1027264.17
1133,2314,22786,,Janari-garraioa,41416.29,41416.29,43227.5
1133,2314,22786,R,Janari-garraioa,0.0,241.5,241.5
1133,2317,12000,,Funtzionarioen oinarrizko ordainsariak,3588965.0,3588965.0,3446471.28
1133,2317,12100,,Funtzionarioen ordainsari osagarriak,4963618.0,4963618.0,5186969.87
1133,2317,14100,,Bestelako langileak,2967269.0,3895492.65,4498989.04
1133,2317,16000,,"Gizarte Segurantza, enpresaren kontura",3867348.0,3894098.03,4250450.23
1133,2317,16500,,"Elkarkidetzako kuotak, Udalaren kontura",139198.0,139198.0,160750.65
1133,2317,22699,,"Hitzarmena, Laboral Kutxa: “Bizikletaz adinik ez” programa",0.0,4500.0,3139.52
1133,2327,22701,R,Zaurgarritasun-jantokien sarea handitzea,0.0,8590.19,8590.19
1145,2315,48138,,Hitzarmena: Elikagaien Bankua,29000.0,29000.0,23200.0
1145,2315,48138,R,Hitzarmena: Elikagaien Bankua,0.0,5800.0,5800.0
1145,2315,48157,,Vicente Abreu elkarte federazioa,34674.72,34674.72,34674.72
1145,2321,22786,,Janari-garraioa,193054.81,193054.81,214617.22
1145,2321,22786,R,Janari-garraioa,0.0,3185.95,3185.95
1145,2321,22797,,Etxez etxeko laguntza zerbitzua,23100000.0,24957955.0,25706613.23
1145,2321,48000,,Gizarte-larrialdiko laguntzak,4654698.84,6820162.14,6802522.49
1145,2321,48003,,Gizarte laguntzak,3343526.26,3361026.26,3017757.29
1145,2321,48004,,Bizitegi-larrialdietarako funtsa - kaleratzeak,200000.0,255000.0,659779.52
1145,2321,48154,,Gurutze Gorria - Adinekoei laguntzea,77500.0,77500.0,62000.0
1145,2321,48154,R,Gurutze Gorria - Adinekoei laguntzea,0.0,15500.0,15500.0
1145,2321,48977,,Hitzarmena: Save the Children,12427.0,12427.0,12427.0
1145,2321,48977,R,Hitzarmena: Save the Children,0.0,2485.4,2485.4
1145,2322,22115,,Berariazko material teknikoa,37570.0,37570.0,26483.5
1145,2322,22619,,Kaleko heziketa,1211292.0,1211292.0,1211292.0
1145,2322,22746,,Oinarrizko Gizarte Zerbitzuak zaintzea,463907.48,463907.48,446758.12
1145,2322,22746,R,Oinarrizko Gizarte Zerbitzuak zaintzea,0.0,268.28,268.28
1145,2322,22759,,Lantegietako irakasleak,301000.0,301000.0,278115.39
1145,2322,22759,R,Lantegietako irakasleak,0.0,10702.85,7695.32
1145,2322,22799,,Gizarte eta hezkuntza alorretan esku hartzeko zerbitzuaren kontratuak,1401575.49,1401575.49,1216007.05
1145,2322,22799,R,Gizarte eta hezkuntza alorretan esku hartzeko zerbitzuaren kontratuak,0.0,18045.32,18045.32
1145,2328,12000,,Funtzionarioen oinarrizko ordainsariak,1309176.0,1309176.0,1261957.69
1145,2328,12100,,Funtzionarioen ordainsari osagarriak,1544494.0,1544494.0,1442959.16
1145,2328,14100,,Bestelako langileak,1905742.0,2800635.63,2510004.24
1145,2328,16000,,"Gizarte Segurantza, enpresaren kontura",1491242.0,1694058.85,1690032.81
1145,2328,16500,,"Elkarkidetzako kuotak, Udalaren kontura",70056.0,70056.0,73176.11
1145,2381,48124,R,Convenio ede fundazioa-programa emaktiva,0.0,10800.0,0.0
1310,9313,12000,,Funtzionarioen oinarrizko ordainsariak,170603.0,170603.0,166692.21
1310,9313,12100,,Funtzionarioen ordainsari osagarriak,241592.0,241592.0,228070.99
1310,9313,14100,,Bestelako langileak,13572.0,13572.0,9032.5
1310,9313,16000,,"Gizarte Segurantza, enpresaren kontura",107277.0,107277.0,101541.74
1310,9313,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7431.0,7431.0,6850.2
1509,1331,22601,,Gastos sanciones/multas,0.0,3000.0,3570.0
1509,1502,11000,,Kabineteko behin-behineko langileen ordainsariak,87425.0,87425.0,81549.97
1509,1502,16000,,"Gizarte Segurantza, enpresaren kontura",19142.0,19142.0,17562.24
1509,1502,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,1588.21
1510,1341,62314,,"EU-Turistentzako mailegu-zerbitzua (PSTD, II. fasea)",0.0,310000.0,310000.0
1510,1533,72001,,Hitzarmena: ,1.0,1.0,0.0
1510,1534,21063,,Mugikortasun instalazioak konserbatzea,18000.0,18000.0,0.0
1510,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,229.0,229.0,6105.63
1510,1701,12000,,Funtzionarioen oinarrizko ordainsariak,33189.0,33189.0,71021.26
1510,1701,12100,,Funtzionarioen ordainsari osagarriak,61395.0,61395.0,112626.69
1510,1701,14100,,Bestelako langileak,45090.0,45090.0,20335.42
1510,1701,16000,,"Gizarte Segurantza, enpresaren kontura",31082.0,31082.0,47797.56
1510,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1712.0,1712.0,3107.02
1510,1701,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,1000.0,1000.0,6012.48
1510,1701,22205,,"Bilerak, hitzaldiak eta biltzarrak",4000.0,4000.0,10728.29
1510,1701,22206,,Kanpo-ekintzak eta nazioarteko lankidetzak,10000.0,10000.0,3000.0
1510,1701,22603,,"Komunikazioa, itzulpena eta publizitatea",30000.0,30000.0,35881.0
1510,1701,48101,,Ekarpena mobility lab-gastu arrunta,0.0,300000.0,300000.0
1510,1701,62630,,Software-lizentziak,10000.0,0.0,0.0
1510,1701,78101,,Mobility Lab Fundazioa,500000.0,700000.0,700000.0
1510,1722,48068,,Carpooling pizgarriak,8000.0,0.0,0.0
1514,1701,12000,,Funtzionarioen oinarrizko ordainsariak,244855.0,244855.0,278166.31
1514,1701,12100,,Funtzionarioen ordainsari osagarriak,317980.0,317980.0,356567.2
1514,1701,14100,,Bestelako langileak,195395.0,195395.0,256665.99
1514,1701,16000,,"Gizarte Segurantza, enpresaren kontura",229339.0,229339.0,276084.62
1514,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13180.0,13180.0,13782.87
1520,1533,60196,,Auzoetako Zuhaitzak Kudeatzeko Plana,0.0,150000.0,0.0
152002,1331,60195,,Trafiko-segurtasuneko elementuak hobetzea,50000.0,50000.0,0.0
152002,1331,60195,R,Trafiko-segurtasuneko elementuak hobetzea,0.0,44714.19,44565.21
152002,1515,60125,,PIIE- Berrurbanizazioa eta elektromugikortasuna Zaramagan,4175703.4,4289624.32,410325.12
152002,1515,60125,R,PIIE- Berrurbanizazioa eta elektromugikortasuna Zaramagan,0.0,2416525.7,1311622.13
152002,1533,20302,,Bizikelten eta mugikortasun pertsonaleko ibilgailuen mailegu sistema,95000.0,45000.0,5989.5
152002,1533,23902,,Hub mikrologistikoaren kalte-ordaina,0.0,7077.45,7077.45
152002,1533,60103,,Irisgarritasuna Astronomoak,0.0,324567.42,0.0
152002,1533,60116,,Eraberritze eta asfaltatze integralak,800000.0,800886.76,800886.76
152002,1533,60116,R,Eraberritze eta asfaltatze integralak,0.0,797225.17,793705.34
152002,1533,60117,,Haur-jolasen erreforma integralak,300000.0,300000.0,0.0
152002,1533,60117,A,Haur-jolasen erreforma integralak,0.0,72557.94,72557.94
152002,1533,60117,R,Haur-jolasen erreforma integralak,0.0,331713.66,88847.57
152002,1533,60131,A,EU-Bizikleta-sarearen luzapena,0.0,3336.88,3336.88
152002,1533,60131,R,EU-Bizikleta-sarearen luzapena,0.0,158.78,0.0
152002,1533,60171,,Bizikletak aparkatzekoak eta bizikletentzako lonjak,75000.0,50000.0,0.0
152002,1533,60171,A,Bizikletak aparkatzekoak eta bizikletentzako lonjak,0.0,112.73,0.0
152002,1533,60171,R,Bizikletak aparkatzekoak eta bizikletentzako lonjak,0.0,74996.68,74725.41
152002,1533,60196,,Zuntz optikorako harguneak Hirigune Historikoan,0.0,0.0,0.0
152002,1533,60197,,Iparraldeko parkeko haur-jolasen guneko estalkiko inbertsioak,70000.0,70000.0,0.0
152002,1533,60198,,Espazio publikoko inbertsioen gida-plana,3100000.0,1768844.11,91429.72
152002,1533,60198,A,Espazio publikoko inbertsioen gida-plana,0.0,485162.71,448061.86
152002,1533,60198,R,Espazio publikoko inbertsioen gida-plana,0.0,2052073.82,584293.03
152002,1533,60199,,EU-Herrandarren kalea eraberritzea,370000.0,370000.0,0.0
152002,1533,60199,A,EU-Herrandarren kalea eraberritzea,0.0,5466954.36,5463804.19
152002,1533,60201,,Erdi Aroko etxarteak berritu eta birgaitzea,50000.0,0.0,0.0
152002,1533,60299,R,Eu-errehabilitazioa lamiak hodia pstd (II. fasea),0.0,5891.93,5840.66
152002,1533,60506,A,Ariznabarreko aparkalekua,0.0,670.15,0.0
152002,1533,60620,,Hitzarmena: Mercedes lantegiaren ingurua biribilguneekin urbanizatzea,0.0,698760.11,0.0
152002,1533,60922,,Instalaciones de movilidad sostenible guardabicis,60000.0,60000.0,0.0
152002,1533,60922,R,Instalaciones de movilidad sostenible guardabicis,0.0,121423.5,116402.0
152002,1533,61114,,Life urban klima 2050 proiektua,335846.25,335846.25,0.0
152002,1533,62704,,EU-Azken miliako banaketa jasangarrirako gune mikrologistikoa,0.0,16747.77,16747.77
152002,1533,62704,A,EU-Azken miliako banaketa jasangarrirako gune mikrologistikoa,0.0,2414.57,2414.56
152002,1533,64304,,"Ordainsariak, azterlanak eta proiektuak",50000.0,50000.0,28669.98
152002,1533,64304,R,"Ordainsariak, azterlanak eta proiektuak",0.0,18029.0,18029.0
152002,1533,77102,,Hitzarmena: Mercedes inguruko biribilguneak,200000.0,0.0,0.0
152002,1534,12000,,Funtzionarioen oinarrizko ordainsariak,1070182.0,1070182.0,1247477.0
152002,1534,12100,,Funtzionarioen ordainsari osagarriak,1487602.0,1487602.0,1751314.11
152002,1534,14100,,Bestelako langileak,606965.0,923964.08,1059204.04
152002,1534,16000,,"Gizarte Segurantza, enpresaren kontura",1251529.0,1251529.0,1419248.69
152002,1534,16500,,"Elkarkidetzako kuotak, Udalaren kontura",49172.0,49172.0,57081.8
152002,1534,20200,,Makineria eta instalazioak alokatzea,80000.0,80000.0,41036.82
152002,1534,20200,R,Makineria eta instalazioak alokatzea,0.0,4097.15,2687.43
152002,1534,21002,,Inbertsioak: BJT,1845414.72,1845414.72,1536005.94
152002,1534,21002,R,Inbertsioak: BJT,0.0,153097.29,152927.68
152002,1534,21004,,Bide publikoko jarduketa subsidiarioak,20000.0,20000.0,892.98
152002,1534,21008,,Berehala jarduteko taldeak (haur jolasak),250000.0,250000.0,185155.73
152002,1534,21008,R,Berehala jarduteko taldeak (haur jolasak),0.0,37355.5,37355.5
152002,1534,21060,,Bide publikoak eta zoladura zaintzea,475000.0,472000.0,615211.36
152002,1534,21060,R,Bide publikoak eta zoladura zaintzea,0.0,111884.84,106773.55
152002,1534,21062,,Zoladura eta aglomeratuak mantentzea,375000.0,375000.0,0.0
152002,1534,21062,R,Zoladura eta aglomeratuak mantentzea,0.0,250285.24,250006.18
152002,1534,21701,,Hiri-altzariak onik zaintzea,475000.0,375365.04,926.86
152002,1534,21701,R,Hiri-altzariak onik zaintzea,0.0,29353.76,29353.47
152002,1534,21703,,Hiri-altzariak onik zaintzea,247780.0,247780.0,214878.28
152002,1534,21703,R,Hiri-altzariak onik zaintzea,0.0,2701.04,2701.04
152002,1534,21706,,Arrapalak mantentzeko kontratuak,200000.0,200000.0,140321.07
152002,1534,21706,R,Arrapalak mantentzeko kontratuak,0.0,328.9,328.9
152002,1534,22111,,Tresnak,40000.0,40000.0,35482.14
152002,1534,22710,,Bizikletentzako aparkaleku seguruen kudeaketa,120000.0,128000.0,55823.01
152002,1534,22710,A,Bizikletentzako aparkaleku seguruen kudeaketa,0.0,4355.11,4355.11
152002,1534,22710,R,Bizikletentzako aparkaleku seguruen kudeaketa,0.0,116433.3,57312.78
152002,1534,22722,,Komun publikoak mantentzeko kontratua,115000.0,115000.0,112110.93
152002,1534,22722,R,Komun publikoak mantentzeko kontratua,0.0,3650.03,3649.6
152002,1534,60112,,Hiri-altzariak,0.0,99634.96,0.0
152002,1641,22111,,Tresnak,20000.0,39449.0,11639.35
152002,1641,22140,,Hilerrietako berariazko gastuak,160000.0,194050.0,201622.15
152002,1641,22140,R,Hilerrietako berariazko gastuak,0.0,39391.72,35028.07
152002,1641,22715,,Hondakinen gaikako bilketa,25000.0,58000.0,20878.35
152002,1641,60105,,Hobiak eta panteoiak egitea,1.0,1.0,0.0
152002,1641,60105,R,Hobiak eta panteoiak egitea,0.0,519013.0,0.0
152002,1641,60107,,Hilerrietako lanak,0.0,548.88,548.88
152002,1641,60107,A,Hilerrietako lanak,0.0,47035.22,34764.51
152002,1641,60107,R,Hilerrietako lanak,0.0,16571.83,16333.5
152002,1641,62313,,Hilerrietarako makineria erostea,100000.0,100000.0,29027.82
152002,1641,62313,R,Hilerrietarako makineria erostea,0.0,77500.0,65564.64
152002,1651,21006,,Berehala jarduteko taldeak (argiteria),416000.0,416000.0,415999.25
152002,1651,21006,R,Berehala jarduteko taldeak (argiteria),0.0,0.0,0.0
152002,1651,22101,,Espazio publikorako eta ingurune naturalerako energia elektrikoa hornitzea,4000000.0,4000000.0,3842121.89
152002,1651,22101,R,Espazio publikorako eta ingurune naturalerako energia elektrikoa hornitzea,0.0,250000.0,250000.0
152002,1651,22130,,Argiteria publikoaren mantentze orokorra,400000.0,450000.0,402170.4
152002,1651,22130,A,Argiteria publikoaren mantentze orokorra,0.0,6000.0,0.0
152002,1651,22130,R,Argiteria publikoaren mantentze orokorra,0.0,93337.96,92452.46
152002,1651,60115,,Kaleko argiteria hobetzea,430000.0,430000.0,0.0
152002,1651,60115,A,Kaleko argiteria hobetzea,0.0,5486.57,2656.78
152002,1651,60115,R,Kaleko argiteria hobetzea,0.0,696116.56,220049.22
152002,1711,60170,,Industrialdetarako mugikortasun plana,100000.0,300000.0,0.0
152002,1711,60172,,Trenbide gaineko pasabideak,100000.0,90857.69,0.0
152002,1711,60198,,Baratze komunitario berrietarako inbertsioak,300000.0,300000.0,0.0
152002,1711,64522,,Superetxadiak,175000.0,175000.0,0.0
152002,1711,64522,R,Superetxadiak,0.0,1264741.16,0.0
152002,2381,60607,,Genero-ikuspegia kaleko argiterian,75000.0,75000.0,42816.54
152002,2381,60607,R,Genero-ikuspegia kaleko argiterian,0.0,13607.76,13607.76
152002,4332,48105,,Hitzarmena: Idarte ,10000.0,10000.0,0.0
152002,4332,48105,A,Hitzarmena: Idarte ,0.0,5000.0,5000.0
152002,4411,21705,,Autobus elektrikoak mantentzea ,181500.0,181500.0,180443.62
152002,4411,47122,,"AFA eta Parke teknologikoarekiko hitzarmena, bidaiarien garraiorako",35000.0,42000.0,42000.0
152002,4411,71007,,Zabalganeko tranbia,1.0,1.0,0.0
152002,4412,77000,,Taxi elektrikoak erosteko dirulaguntza,150000.0,150000.0,65000.0
152002,9210,60206,A,"EU-Harresiko begiratokia (PSTD, II. fasea)",0.0,75000.0,74841.83
152002,9210,60206,R,"EU-Harresiko begiratokia (PSTD, II. fasea)",0.0,32564.01,32212.31
152007,1533,60101,,Azpiegiturak bide publikoetan,0.0,325000.0,0.0
152007,1711,12000,,Funtzionarioen oinarrizko ordainsariak,846721.0,846721.0,750821.62
152007,1711,12100,,Funtzionarioen ordainsari osagarriak,1172371.0,1172371.0,1026605.52
152007,1711,14100,,Bestelako langileak,203323.0,203323.0,168853.68
152007,1711,16000,,"Gizarte Segurantza, enpresaren kontura",857456.0,857456.0,693135.2
152007,1711,16500,,"Elkarkidetzako kuotak, Udalaren kontura",29376.0,29376.0,28080.32
152007,1711,20200,,Makineria eta instalazioak alokatzea,165000.0,138569.82,135695.04
152007,1711,21014,,Txorkoak,220000.0,220000.0,175171.27
152007,1711,21014,R,Txorkoak,0.0,27140.89,26057.56
152007,1711,21015,A,Mintegiaren behin-behineko lekualdaketa,0.0,190.67,0.0
152007,1711,21016,,Landareak erostea,70000.0,70000.0,46407.2
152007,1711,21016,R,Landareak erostea,0.0,13549.18,13549.18
152007,1711,21071,,Berdegune publikoak udal onik zaintzea,375000.0,410250.0,456121.9
152007,1711,21071,R,Berdegune publikoak udal onik zaintzea,0.0,28453.3,28453.3
152007,1711,21072,,Lorazainak kontserbatzea,8000.0,8000.0,6836.52
152007,1711,21200,,Makineria eta instalazioak onik zaintzea,80000.0,80000.0,69490.52
152007,1711,21704,,Udal instalazioak irekitzeko eta ixteko kontratua,26600.0,26600.0,26571.6
152007,1711,22111,,Tresnak,30000.0,23000.0,29176.69
152007,1711,22711,,Berdeguneak onik zaintzea,4350963.74,4134337.86,658132.11
152007,1711,60196,,"Zuhaitzak kudeatzeko plana, auzoak",175000.0,175000.0,113061.3
152007,1711,60196,A,"Zuhaitzak kudeatzeko plana, auzoak",0.0,130535.01,100268.52
152007,1711,60196,R,"Zuhaitzak kudeatzeko plana, auzoak",0.0,224424.09,84626.86
152007,1711,60197,,Auzoko azpiegitura berdea,75002.0,53786.22,44867.37
152007,1711,60199,,Eu-martin ttipia emparantzaren berriztea,0.0,100000.0,100326.97
152007,1711,60199,A,Eu-martin ttipia emparantzaren berriztea,0.0,999254.72,999254.72
152007,1711,60199,R,Eu-martin ttipia emparantzaren berriztea,0.0,96179.81,95794.37
152007,1711,64304,,"Ordainsariak, azterlanak eta proiektuak",40000.0,19250.23,6973.0
152007,1711,69906,,Udal haztegia,100000.0,137999.94,0.0
152007,1711,69906,A,Udal haztegia,0.0,6852.99,0.0
152007,1711,69906,R,Udal haztegia,0.0,140000.0,140000.0
152007,2381,60609,,Auzoko azpiegitura berdea genero-ikuspegiarekin,75000.0,120749.77,0.0
152007,2381,60609,R,Auzoko azpiegitura berdea genero-ikuspegiarekin,0.0,55474.72,55474.72
152010,1533,12000,,Funtzionarioen oinarrizko ordainsariak,197662.0,197662.0,0.0
152010,1533,12100,,Funtzionarioen ordainsari osagarriak,248283.0,248283.0,0.0
152010,1533,14100,,Bestelako langileak,181038.0,181038.0,0.0
152010,1533,16000,,"Gizarte Segurantza, enpresaren kontura",175144.0,175144.0,0.0
152010,1533,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10444.0,10444.0,0.0
152011,1651,12000,,Funtzionarioen oinarrizko ordainsariak,220594.0,220594.0,0.0
152011,1651,12100,,Funtzionarioen ordainsari osagarriak,296416.0,296416.0,0.0
152011,1651,14100,,Bestelako langileak,65436.0,65436.0,0.0
152011,1651,16000,,"Gizarte Segurantza, enpresaren kontura",204113.0,204113.0,0.0
152011,1651,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7637.0,7637.0,0.0
1522,4413,12000,,Funtzionarioen oinarrizko ordainsariak,144445.0,144445.0,138629.48
1522,4413,12100,,Funtzionarioen ordainsari osagarriak,213961.0,213961.0,232388.35
1522,4413,14100,,Bestelako langileak,193019.0,193019.0,86110.28
1522,4413,16000,,"Gizarte Segurantza, enpresaren kontura",179415.0,179415.0,135080.07
1522,4413,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9510.0,9510.0,5608.39
1522,4413,21105,,Autobus-geltokia onik zaindu eta mantentzea,60000.0,58872.55,47428.7
1522,4413,22101,,"Energia elektrikoaren hornikuntza, autobus-geltokia",65000.0,65000.0,68107.54
1522,4413,22102,,"Ur-hornidura eta hondar-urak araztea, autobus-geltokia",20000.0,551.0,0.0
1522,4413,22104,,Autobus geltokiaren energia-eraginkortasuna,20000.0,14050.0,8652.6
1522,4413,22734,,Autobus-geltokiko segurtasuna,106000.0,106000.0,66936.24
1522,4413,22783,,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",226600.0,176600.0,155672.99
1522,4413,62953,,Autobus geltokiko ekipoetarako inbertsioak,84000.0,84000.0,33340.02
1522,4413,62953,R,Autobus geltokiko ekipoetarako inbertsioak,0.0,51952.98,41955.59
1523,1741,60130,,Landako mugikortasunaren konexioak hobetxea ,20000.0,20000.0,0.0
1523,1741,60150,,Herrietako obrak,150000.0,150000.0,144116.86
1523,1741,60150,A,Herrietako obrak,0.0,49811.02,0.0
1523,1741,60150,R,Herrietako obrak,0.0,107225.96,94932.48
1523,1741,60700,,Nekazaritza Eremuko paisaia hobetzea,35000.0,35000.0,0.0
